id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
4040715,Jalen Hurts,PHI,QB,7,0,0,380.8,62.2,97.0,ACTIVE,22.9,22.0,23.9,23.8,24.7,22.1,,24.0,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2
3918298,Josh Allen,BUF,QB,7,0,0,376.9,16.6,100.0,ACTIVE,22.6,24.4,24.2,25.1,23.6,26.1,,23.8,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
3139477,Patrick Mahomes,KC,QB,8,0,0,353.0,25.6,96.0,QUESTIONABLE,22.7,22.3,22.4,20.6,23.3,21.1,20.4,,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2
3916387,Lamar Jackson,BAL,QB,10,0,0,345.6,42.0,98.0,QUESTIONABLE,21.2,20.6,23.2,23.1,22.9,21.9,25.4,21.3,20.7,,20.7,20.7,20.7,20.7,20.7,20.7,20.7
2977187,Cooper Kupp,LAR,WR,7,0,0,334.6,5.5,99.3,QUESTIONABLE,19.7,20.2,21.7,20.4,21.5,21.5,,20.2,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
3116406,Tyreek Hill,MIA,WR,11,0,0,334.1,16.6,100.0,ACTIVE,15.9,17.0,19.7,19.5,19.2,17.4,19.7,21.2,23.1,23.1,,23.1,23.1,23.1,23.1,23.1,23.1
4038941,Justin Herbert,LAC,QB,8,0,0,332.4,50.0,88.1,QUESTIONABLE,20.8,21.4,20.2,19.5,21.6,18.1,21.3,,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1
3068267,Austin Ekeler,LAC,RB,8,0,0,326.9,7.5,100.0,ACTIVE,19.6,18.8,18.8,17.8,18.5,17.6,20.2,,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7
2976212,Stefon Diggs,BUF,WR,7,0,0,313.0,11.1,99.6,ACTIVE,16.7,17.3,18.9,20.7,18.6,20.9,,18.6,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1
3917315,Kyler Murray,ARI,QB,13,0,0,311.0,84.4,95.0,QUESTIONABLE,20.5,20.1,20.2,18.2,18.1,22.1,19.1,18.5,19.3,19.3,19.3,19.3,,19.3,19.3,19.3,19.3
3915511,Joe Burrow,CIN,QB,10,0,0,308.5,90.1,99.0,ACTIVE,18.1,17.9,18.4,18.4,19.7,17.3,19.8,21.6,19.7,,19.7,19.7,19.7,19.7,19.7,19.7,19.7
3043078,Derrick Henry,TEN,RB,6,0,0,305.6,11.7,97.8,ACTIVE,18.0,17.0,17.4,16.4,18.1,,19.0,19.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
4262921,Justin Jefferson,MIN,WR,7,0,0,294.0,7.8,98.9,ACTIVE,17.9,19.7,20.1,17.9,18.4,19.2,,18.4,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
3116385,Joe Mixon,CIN,RB,10,0,0,284.3,23.6,95.0,ACTIVE,17.3,16.6,17.9,17.2,17.7,16.5,17.2,18.3,18.2,,18.2,18.2,18.2,18.2,18.2,18.2,18.2
8439,Aaron Rodgers,GB,QB,14,0,0,282.6,138.9,83.2,ACTIVE,19.7,19.6,16.2,16.8,16.1,16.4,16.0,13.5,18.5,18.5,18.5,18.5,18.5,,18.5,18.5,18.5
15864,Geno Smith,SEA,QB,11,0,0,282.4,162.5,94.1,ACTIVE,14.8,14.2,16.5,17.4,17.0,19.6,19.4,17.5,18.3,18.3,,18.3,18.3,18.3,18.3,18.3,18.3
16800,Davante Adams,LV,WR,6,0,0,281.8,17.4,97.2,ACTIVE,17.3,18.8,19.6,17.1,20.0,,18.0,18.8,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9
2330,Tom Brady,TB,QB,11,0,0,273.9,127.7,89.1,ACTIVE,19.1,18.1,17.9,17.4,20.2,19.3,17.1,17.8,15.9,15.9,,15.9,15.9,15.9,15.9,15.9,15.9
4047646,A.J. Brown,PHI,WR,7,0,0,272.2,38.7,97.9,ACTIVE,14.4,15.0,16.3,17.4,17.0,15.3,,16.2,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9
3054850,Alvin Kamara,NO,RB,14,0,0,271.2,22.9,95.6,ACTIVE,18.7,,18.2,,17.7,17.3,18.1,18.7,20.3,20.3,20.3,20.3,20.3,,20.3,20.3,20.3
15847,Travis Kelce,KC,TE,8,0,0,270.6,18.0,100.0,ACTIVE,14.3,16.0,16.1,16.6,17.8,16.9,17.2,,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3
