week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,24.3,18.4,15.3,11.4,8.0,75.2,77.4
2,0.5,10.1,36.3,7.4,0.0,140.2,54.3
3,29.1,13.8,47.8,12.1,7.0,104.1,109.8
4,26.3,42.8,41.1,1.6,12.0,119.4,123.8
5,0.0,23.8,24.6,24.5,7.0,118.2,79.9
6,18.5,33.9,21.0,0.0,14.0,90.1,87.4
7,21.7,17.9,0.0,12.7,14.0,119.1,66.3
8,23.8,24.7,51.4,7.6,9.0,75.6,116.5
9,24.8,15.5,32.6,22.5,10.0,76.6,105.4
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12.9,12.7,25.6,18.5,11.0,110.4,80.7
12,30.9,12.4,43.0,4.0,2.0,104.5,92.3
13,29.4,18.1,50.8,15.5,4.0,113.7,117.9
