id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
3117251,Christian McCaffrey,SF,RB,9,0,0,344.5,2.1,100.0,ACTIVE,,22.3,21.1,21.1,22.2,22.7,23.4,22.4,,20.2,23.1,23.1,23.0,24.6,25.1,25.1,25.1
4040715,Jalen Hurts,PHI,QB,10,0,0,333.2,21.2,99.1,ACTIVE,,24.7,21.8,21.7,21.9,21.6,23.5,22.8,21.0,,21.5,22.3,21.2,21.9,22.4,22.4,22.4
3918298,Josh Allen,BUF,QB,13,0,0,322.7,32.8,100.0,ACTIVE,,24.4,20.8,20.9,20.7,22.9,19.7,21.3,22.5,24.9,18.9,20.9,,21.3,21.1,21.1,21.1
3139477,Patrick Mahomes,KC,QB,10,0,0,314.6,21.6,93.5,ACTIVE,,23.3,24.1,21.2,22.4,24.5,22.8,24.3,21.8,,20.9,18.1,19.0,19.7,17.5,17.5,17.5
3916387,Lamar Jackson,BAL,QB,13,0,0,313.9,29.7,97.2,ACTIVE,,20.6,20.8,17.9,20.8,21.4,19.1,23.5,20.3,19.6,21.7,22.3,,20.8,21.7,21.7,21.7
4241389,CeeDee Lamb,DAL,WR,7,0,0,289.9,20.5,99.6,ACTIVE,,16.1,16.2,14.8,16.3,15.3,,15.9,19.0,18.5,22.2,22.5,21.9,24.1,22.4,22.4,22.4
2577417,Dak Prescott,DAL,QB,7,0,0,287.4,102.3,98.1,ACTIVE,,15.7,17.2,14.3,15.7,16.2,,16.6,17.4,18.1,21.2,22.8,22.4,23.9,22.0,22.0,22.0
4362628,Ja'Marr Chase,CIN,WR,7,0,0,285.4,11.2,98.6,ACTIVE,,20.2,20.0,19.7,20.6,21.7,,21.9,22.9,21.2,21.9,16.6,15.4,17.0,15.4,15.4,15.4
2976212,Stefon Diggs,BUF,WR,13,0,0,277.0,11.5,98.2,ACTIVE,,17.9,16.6,17.8,18.1,18.8,19.5,20.4,22.9,20.8,16.7,17.7,,16.3,17.8,17.8,17.8
4047646,A.J. Brown,PHI,WR,10,0,0,272.3,10.6,98.9,QUESTIONABLE,,15.1,15.1,15.7,18.8,16.9,18.9,19.2,20.0,,19.1,19.0,18.3,19.8,18.9,18.9,18.9
4361741,Brock Purdy,SF,QB,9,0,0,271.6,139.8,96.3,ACTIVE,,17.1,17.6,17.9,16.5,15.9,16.7,16.8,,16.1,18.4,19.1,18.8,19.4,20.4,20.4,20.4
3116406,Tyreek Hill,MIA,WR,10,0,0,271.2,2.9,100.0,ACTIVE,,22.0,23.8,22.1,20.5,21.9,24.3,22.3,24.5,,21.5,21.3,23.5,23.6,,,
4241479,Tua Tagovailoa,MIA,QB,10,0,0,267.5,84.9,89.8,ACTIVE,,17.9,20.4,18.5,19.0,20.3,20.3,18.9,19.2,,17.7,16.5,18.3,17.9,14.2,14.2,14.2
16800,Davante Adams,LV,WR,13,0,0,259.3,27.2,94.0,ACTIVE,,19.2,20.4,20.6,22.2,19.6,16.2,17.8,14.0,13.5,15.6,15.4,,15.8,16.4,16.4,16.4
3916148,Tony Pollard,TEN,RB,7,0,0,256.6,8.7,95.0,ACTIVE,,17.4,19.3,18.6,18.0,18.5,,19.1,15.9,15.8,15.0,16.0,17.3,17.1,16.2,16.2,16.2
15847,Travis Kelce,KC,TE,10,0,0,252.5,10.9,100.0,ACTIVE,,16.8,18.2,17.0,17.7,18.0,18.3,19.4,19.5,,17.7,15.8,15.8,14.9,14.5,14.5,14.5
4360310,Trevor Lawrence,JAX,QB,9,0,0,249.2,128.4,90.7,ACTIVE,,18.4,17.6,15.9,15.0,17.5,15.1,16.9,,17.3,16.2,17.1,17.7,16.4,16.1,16.1,16.1
4374302,Amon-Ra St. Brown,DET,WR,9,0,0,246.9,18.7,97.5,ACTIVE,,16.6,15.7,16.7,,15.7,18.1,17.6,,19.1,19.2,18.7,19.0,18.0,17.5,17.5,17.5
4430807,Bijan Robinson,ATL,RB,11,0,0,245.9,28.1,96.1,ACTIVE,,16.4,18.5,17.7,18.4,17.6,15.6,16.2,15.3,14.4,,14.6,15.2,16.8,16.4,16.4,16.4
4036378,Jordan Love,GB,QB,6,0,0,244.6,166.3,91.7,ACTIVE,,15.3,14.0,16.8,18.2,,17.8,14.9,14.7,14.0,15.9,16.0,16.3,16.9,17.9,17.9,17.9
4239996,Travis Etienne Jr.,JAX,RB,9,0,0,242.4,14.0,98.9,ACTIVE,,16.2,16.6,17.5,14.9,17.0,16.3,18.3,,17.9,16.0,15.3,16.8,15.3,14.8,14.8,14.8
