id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
3117251,Christian McCaffrey,SF,RB,9,0,0,388.8,2.1,100.0,ACTIVE,25.9,22.5,22.9,48.7,13.8,14.2,22.6,29.8,,20.2,23.1,23.1,23.0,24.6,25.1,24.0,25.4
3116406,Tyreek Hill,MIA,WR,10,0,0,359.8,2.9,100.0,ACTIVE,44.5,15.0,30.7,10.2,32.1,28.3,25.8,25.2,12.5,,21.5,21.3,23.5,23.6,,22.7,23.0
4040715,Jalen Hurts,PHI,QB,10,0,0,359.6,21.2,99.1,ACTIVE,12.5,25.2,19.9,24.2,27.3,19.9,23.3,27.4,25.9,,21.5,22.3,21.2,21.9,22.4,21.0,23.8
3918298,Josh Allen,BUF,QB,13,0,0,358.1,32.8,100.0,ACTIVE,9.0,23.7,21.3,36.5,27.8,13.9,24.3,29.1,24.7,24.9,18.9,20.9,,21.3,21.1,21.2,19.6
4241389,CeeDee Lamb,DAL,WR,7,0,0,334.5,20.5,98.2,ACTIVE,11.7,25.3,10.2,14.8,8.9,18.7,,41.0,28.1,18.5,22.2,22.5,21.9,24.1,22.4,21.2,23.0
4047646,A.J. Brown,PHI,WR,10,0,0,333.8,10.6,99.6,QUESTIONABLE,14.9,6.9,22.1,38.5,18.7,20.1,29.7,33.0,19.6,,19.1,19.0,18.3,19.8,18.9,17.0,18.3
3916387,Lamar Jackson,BAL,QB,13,0,0,318.1,29.7,97.2,ACTIVE,6.6,22.9,28.2,28.1,9.9,17.1,33.9,12.0,11.5,19.6,21.7,22.3,,20.8,21.7,21.2,20.6
2976212,Stefon Diggs,BUF,WR,13,0,0,316.5,11.5,99.3,ACTIVE,26.2,13.6,19.1,36.0,24.1,20.0,17.8,16.0,22.6,20.8,16.7,17.7,,16.3,17.8,16.1,15.6
2577417,Dak Prescott,DAL,QB,7,0,0,312.0,102.3,90.7,ACTIVE,6.3,19.6,14.4,14.3,4.3,24.9,,28.1,28.4,18.1,21.2,22.8,22.4,23.9,22.0,19.4,22.0
3139477,Patrick Mahomes,KC,QB,10,0,0,305.3,21.6,98.1,ACTIVE,19.5,21.2,25.7,13.2,19.2,17.3,33.9,5.6,15.8,,20.9,18.1,19.0,19.7,17.5,18.2,20.4
4239996,Travis Etienne Jr.,JAX,RB,9,0,0,291.7,14.0,98.9,ACTIVE,21.4,6.2,17.8,10.2,36.4,23.3,22.7,25.9,,17.9,16.0,15.3,16.8,15.3,14.8,16.0,15.9
4361741,Brock Purdy,SF,QB,9,0,0,289.2,139.8,88.9,ACTIVE,16.8,14.7,20.3,21.3,26.1,7.7,12.8,18.3,,16.1,18.4,19.1,18.8,19.4,20.4,18.9,20.0
