id,name,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
3917232,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4723086,Colston Loveland,6.59,6.64,2.88,2.93,0.0,5.73456497,5.11579134,5.48093261,5.41258308,5.06949521,5.06500507,5.00878644,5.10930037,5.21692899,4.89808277,5.20077219,5.35203956
4883647,Elic Ayomanor,4.85,10.76,9.85,8.18,10.4144614,8.90603739,8.53571059,8.37831577,7.71642203,0.0,7.36780762,8.20784184,7.96164552,7.60960822,8.33873012,8.3643034,7.96773116
-16024,Chargers D/ST,2.0,0.0,0.0,0.0,5.10055565,4.76876797,3.75804552,6.15004555,6.74193595,5.14197416,5.68675468,0.0,7.49153049,5.31526775,3.36966329,3.38164247,5.41339686
4430968,Kimani Vidal,0.0,0.0,0.0,0.0,0.0,9.58364625,12.20278081,12.48944257,13.43151821,11.83767921,12.13372212,0.0,0.90804165,0.858323,0.82328217,0.96548745,0.76581747
4430034,Xavier Legette,7.41,7.48,6.15,5.78,7.27684794,7.62072005,5.48816113,5.70615795,5.58342979,5.54429443,4.99314513,5.77419471,5.18952993,0.0,5.52354438,5.93360697,5.63018429
-16022,Cardinals D/ST,4.0,0.0,0.0,0.0,6.40507443,4.55372664,3.42426172,0.0,3.41010409,3.81085532,4.23736606,5.27888078,3.55333934,3.77752872,4.992076,4.36703128,7.37133731
4034949,Eddy Pineiro,0.0,10.0,7.45,7.64,7.65027862,8.27529041,8.05719654,7.83502127,8.10724375,7.96623441,8.25138317,8.43438083,8.14775232,0.0,8.58261013,8.11068087,8.3290469
3068267,Austin Ekeler,11.05,10.11,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2985659,Wil Lutz,8.0,8.3,7.82,8.5,7.77263146,8.68824581,8.06298461,8.79344615,7.66400357,8.26708,8.06222178,0.0,8.17656674,8.14071702,8.36364239,8.01198057,7.93586695
4599739,Kendre Miller,3.69,4.19,2.98,4.43,5.90518637,5.59698045,6.56075581,6.00902019,5.32435455,5.7028395,0.0,6.12019692,7.3988248,5.82614874,5.87512405,6.62734006,6.5864175
4372019,Jerome Ford,10.91,5.59,5.3,5.37,4.18958972,5.52052492,6.26476185,5.7115518,0.0,5.55090309,5.8579951,5.50117819,5.73423231,5.64328494,5.85478667,5.76201089,5.31783555
3895856,Christian Kirk,0.0,9.09,9.45,8.28,10.06433567,0.0,9.42441763,9.56740182,8.65223507,9.13920748,9.13611884,9.48263005,9.58519176,9.58786706,9.13572884,9.00631765,8.93276162
4429013,Tank Bigsby,8.58458392,4.1,0.3,0.29,0.03221632,0.03784992,0.0451633,0.04280706,0.0,0.0507161,0.05121119,0.05307394,0.04567111,0.04510123,0.03880101,0.05130995,0.0518056
4362478,Emari Demercado,1.82797678,1.22,0.32,0.32,6.43812526,3.64522408,3.4155121,0.0,3.81060183,0.84762181,0.94241563,0.89372583,0.89094621,0.83138108,0.81186674,0.87127067,1.00376186
4428557,Tyjae Spears,0.0,0.0,0.0,0.0,5.35343817,5.62997759,7.8048001,7.56097069,7.98531702,0.0,7.01113902,7.54346462,7.6944454,7.46296474,8.08704494,7.90808452,8.02900252
4038441,Justice Hill,6.65050975,4.09,4.63,3.8,8.07225224,8.21808702,0.0,8.39101257,8.73056465,7.93389248,7.67488227,7.92940477,8.36106728,7.77207004,8.38257293,8.26228829,7.95547048
3912547,Sam Darnold,5.4,15.43,15.32,16.3,13.20751711,14.35760776,14.8852237,0.0,17.9950208,16.40548964,14.79542485,16.63603168,15.79322288,14.74251308,16.75003576,15.0151575,16.6533082
4877706,Jayden Higgins,6.6,5.65,3.38,3.59,3.37498945,0.0,2.92486227,2.99425984,2.72765023,2.88793371,2.83818855,2.98333928,2.98946387,2.96036902,2.88131815,2.76971816,2.83120193
17427,Cairo Santos,8.13094703,7.8,7.88,7.88,0.0,8.22168354,8.35935839,8.41760724,8.69010226,8.10897472,7.84642247,7.94621057,8.08459528,8.2787424,8.14787286,8.40198987,8.34689907
4686472,Marvin Mims Jr.,2.2,7.36,5.36,6.69,8.18896535,9.17741224,7.2171695,8.20880446,6.79066749,7.2023597,7.57490725,0.0,7.86577944,7.19755509,7.39525495,7.26419791,7.56694336
4241479,Tua Tagovailoa,15.77,15.05,14.95,15.04,15.48852671,16.81257906,15.85894668,14.75523528,18.61151389,17.76158478,18.6199709,0.0,17.41295833,17.33473901,15.39423721,19.6979577,17.78332444
2971573,Ka'imi Fairbairn,7.89459249,8.78,8.28,8.63,7.85890322,0.0,7.94763297,8.35132388,7.73626011,7.94668277,8.20919762,8.19312285,7.87881838,7.87298273,8.13459661,8.19183195,8.00420951
-16027,Buccaneers D/ST,0.0,0.0,0.0,0.0,5.84611792,4.53625796,3.11276402,5.60160212,0.0,5.06679665,3.460535,3.73883534,6.85503611,5.91666466,4.61601278,6.27780458,4.87403879
4369863,Cedric Tillman,7.33,7.45,7.61,7.16,0.0,0.0,0.0,0.0,0.0,7.76082254,8.42137037,7.68637987,8.19790757,7.80365303,8.18650411,8.09887933,7.55728158
