name,position,team,adp,bye_week,injury_status,id
Jordan Watkins,WR,SF,291.6,14,Questionable,12634
Clayton Hatfield,K,,278.3,0,Healthy,6625
Foyesade Oluokun,LB,JAX,139.5,8,Healthy,5332
DeAndre Reaves,WR,,281.0,0,Healthy,3542
Kenneth Walker,RB,SEA,48.74285714285714,8,Healthy,8151
Dalton Kincaid,TE,BUF,102.94285714285715,7,Healthy,10236
Damien Martinez,RB,SEA,244.63333333333335,8,Healthy,12462
Jaquan Brisker,DB,CHI,250.1,5,Healthy,8323
Amon-Ra St. Brown,WR,DET,11.328571428571427,8,Healthy,7547
Jessie Bates,DB,ATL,144.7,5,Healthy,5017
Luke Musgrave,TE,GB,292.1,5,Healthy,9481
Dameon Pierce,RB,HOU,291.8333333333333,6,Healthy,8129
Kevin Byard,DB,CHI,269.6,5,Healthy,3233
Will Anderson,DL,HOU,125.7,6,Healthy,10892
Jordyn Brooks,LB,MIA,165.0,12,Questionable,6949
MarShawn Lloyd,RB,GB,244.1,5,IR,11581
Jaeden Graham,TE,,292.0,0,Questionable,5754
Julian Allen,FB,,284.0,0,Healthy,5566
Christian Elliss,LB,NE,321.3,14,Healthy,7921
Jaylin Noel,WR,HOU,200.24285714285716,6,Healthy,12536
Nik Bonitto,LB,DEN,134.6,12,Healthy,8280
DeShon Elliott,DB,PIT,352.1,5,Healthy,5071
Pat Bryant,WR,DEN,204.21428571428572,12,Healthy,12492
Cole Kmet,TE,CHI,255.85714285714286,5,Healthy,6826
Tetairoa McMillan,WR,CAR,47.542857142857144,14,Questionable,12526
Patrick Queen,LB,PIT,184.2,5,Healthy,6807
Nakobe Dean,LB,PHI,272.5,9,PUP,8267
Tyrice Knight,LB,SEA,254.7,8,Questionable,11734
Joshua Metellus,DB,MIN,202.7,6,Healthy,6901
Wil Lutz,K,DEN,194.75,12,Healthy,3678
Bo Nix,QB,DEN,51.9,12,Healthy,11563
Stefon Diggs,WR,NE,119.37142857142858,14,Questionable,2449
Travis Etienne,RB,JAX,94.28571428571429,8,Healthy,7543
Robert Spillane,LB,NE,170.3,14,Healthy,5726
Tyjae Spears,RB,TEN,141.17142857142858,10,IR,9508
Kyle Monangai,RB,CHI,232.85714285714286,5,Questionable,12534
Ronnie Rivers,RB,LAR,284.0,8,Healthy,8195
Lamar Atkins,WR,,272.0,0,Healthy,4895
Noah Cain,RB,,290.0,0,Healthy,12061
Brian Thomas,WR,JAX,16.0,8,Healthy,11631
Jalen Pitre,DB,HOU,372.4,6,Healthy,8314
David Montgomery,RB,DET,68.85714285714286,8,Healthy,5892
Jonathon Brooks,RB,CAR,253.725,14,PUP,11583
Daiyan Henley,LB,LAC,192.7,12,Healthy,10914
Tory Horton,WR,SEA,232.22857142857143,8,Questionable,12497
Dylan Sampson,RB,CLE,168.0142857142857,9,Healthy,12469
Josh Hines-Allen,DE,JAX,208.5,8,Healthy,5840
Abdul Carter,DL,NYG,137.8,14,Healthy,12574
Zack Moss,RB,,287.6666666666667,0,Questionable,6845
Dolphins,DEF,MIA,248.86666666666667,12,Healthy,MIA
Gunnar Helm,TE,TEN,254.6,10,Healthy,12502
Rashod Bateman,WR,BAL,165.20000000000002,7,Healthy,7571
T.J. Edwards,LB,CHI,111.5,5,Healthy,5960
Sauce Gardner,DB,NYJ,297.2,9,Healthy,8290
Nolan Smith,LB,PHI,331.8,9,Healthy,10873
Harold Landry,LB,NE,236.4,14,Healthy,5030
Terry McLaurin,WR,WAS,46.714285714285715,12,Healthy,5927
Aaron Jones,RB,MIN,91.81428571428572,6,Healthy,4199
Christian Kirk,WR,HOU,174.18571428571428,6,Healthy,4950
Jalen Coker,WR,CAR,232.64285714285714,14,IR,11646
Mason Taylor,TE,NYJ,166.77142857142857,9,Healthy,12498
Cam Skattebo,RB,NYG,93.15714285714286,14,Healthy,12481
Josh Sweat,DE,ARI,386.3,8,Healthy,4999
Jordan Whittington,WR,LAR,275.8,8,Healthy,11623
Frankie Luvu,LB,WAS,240.5,12,Healthy,5580
Pat Surtain,CB,DEN,239.5,12,Healthy,7641
Tank Bigsby,RB,JAX,147.04285714285714,8,Healthy,9225
Lions,DEF,DET,220.0142857142857,8,Healthy,DET
Tyron Billy-Johnson,WR,,298.0,0,Healthy,6063
Joe Mixon,RB,HOU,69.47142857142858,6,PUP,4018
AJ Barner,TE,SEA,285.4,8,Healthy,11603
Bills,DEF,BUF,231.27142857142857,7,Healthy,BUF
Kendre Miller,RB,NO,245.33333333333334,11,Healthy,9757
Joshua Palmer,WR,BUF,205.70000000000002,7,Healthy,7670
Aidan Hutchinson,DL,DET,104.0,8,Healthy,8289
Rhamondre Stevenson,RB,NE,133.7,14,Questionable,7611
Kyle Williams,WR,NE,152.07142857142858,14,Questionable,12547
Ivan Pace,LB,MIN,332.1,6,Healthy,11086
Kyren Williams,RB,LAR,32.114285714285714,8,Healthy,8150
Eagles,DEF,PHI,176.55714285714288,9,Healthy,PHI
Malcolm Epps,TE,,273.0,0,Healthy,12187
Romeo Doubs,WR,GB,213.85714285714286,5,Healthy,8121
Pat Freiermuth,TE,PIT,181.1285714285714,5,Healthy,7600
Reed Blankenship,DB,PHI,341.0,9,Healthy,8406
Dillon Gabriel,QB,CLE,234.4,9,Healthy,12486
Terry Swanson,RB,,281.0,0,Healthy,5201
Jaylen Warren,RB,PIT,112.74285714285715,5,Healthy,8228
Spencer Rattler,QB,NO,285.8,11,Healthy,11562
49ers,DEF,SF,198.42857142857142,14,Healthy,SF
Xavier Legette,WR,CAR,175.75714285714284,14,Healthy,11626
Keon Coleman,WR,BUF,121.21428571428571,7,Healthy,11637
Noah Fant,TE,CIN,286.55,10,Healthy,5857
Quinn Ewers,QB,MIA,263.7,12,Healthy,12500
Ryan Willis,QB,,295.0,0,Healthy,8103
Ben Wooldridge,QB,,285.0,0,Healthy,13065
Chase Brown,RB,CIN,37.714285714285715,10,Healthy,9224
Kaden Elliss,LB,ATL,135.2,5,Healthy,6302
Xavier Restrepo,WR,TEN,268.9,10,Healthy,12520
Elijah Arroyo,TE,SEA,192.22857142857143,8,Healthy,12521
Brian Burns,DE,NYG,191.3,14,Healthy,5862
Mark Andrews,TE,BAL,87.0,7,Healthy,5012
Jayden Higgins,WR,HOU,109.24285714285715,6,Healthy,12484
Justin Jefferson,WR,MIN,4.7,6,Questionable,6794
Blake Cashman,LB,MIN,246.1,6,Healthy,6217
Devon Allen,WR,,274.0,0,Healthy,8411
Ja'Tavion Sanders,TE,CAR,233.32857142857142,14,Healthy,11600
Brian Vogler,TE,,294.0,0,Healthy,2917
Isaac Rex,TE,,288.0,0,Healthy,12126
Minkah Fitzpatrick,DB,MIA,264.9,12,Healthy,4963
Ventell Bryant,WR,,299.5,0,Healthy,6628
Alontae Taylor,DB,NO,358.2,11,Questionable,8333
Quentin Johnston,WR,LAC,204.82857142857142,12,Healthy,9754
Josey Jewell,LB,,393.8,0,Questionable,5334
Christian Gonzalez,DB,NE,367.8,14,Questionable,10881
Giants,DEF,NYG,256.2142857142857,14,Healthy,NYG
Paulson Adebo,CB,NYG,359.6,14,Healthy,7669
Isaiah Bond,WR,CLE,264.23333333333335,9,Healthy,12503
Titans,DEF,TEN,241.79999999999998,10,Healthy,TEN
Josh Woodrum,QB,,289.0,0,Healthy,3440
Zack Baun,LB,PHI,114.4,9,Healthy,6815
Adonai Mitchell,WR,IND,239.75714285714284,11,Healthy,11625
DJ Giddens,RB,IND,218.07142857142858,11,Healthy,12471
Jordan James,RB,SF,235.42857142857142,14,IR,12467
Chris Olave,WR,NO,76.42857142857143,11,Healthy,8144
Josh Allen,QB,BUF,10.5,7,Healthy,4984
Quentin Lake,DB,LAR,348.6,8,Healthy,8330
Talanoa Hufanga,DB,DEN,398.6,12,Healthy,7811
Carson Schwesinger,LB,CLE,243.2,9,Healthy,12578
Josh Downs,WR,IND,112.94285714285715,11,Questionable,9500
Kalel Mullings,RB,TEN,276.40000000000003,10,Questionable,12516
Will Dissly,TE,LAC,296.0,12,Healthy,5010
Ty Johnson,RB,BUF,293.5,7,Healthy,6039
Brandon Aiyuk,WR,SF,113.34285714285714,14,PUP,6803
LeQuint Allen,RB,JAX,285.8,8,Healthy,12544
Zay Flowers,WR,BAL,59.84285714285714,7,Healthy,9997
Harold Fannin,TE,CLE,232.1142857142857,9,Healthy,12506
Cam Bynum,DB,IND,183.8,11,Healthy,7715
Jonnu Smith,TE,PIT,124.87142857142858,5,Questionable,4144
