id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
2977187,Cooper Kupp,LAR,WR,11,0,0,400.8,17.7,100.0,ACTIVE,23.8,36.8,30.6,11.4,16.2,34.0,37.6,24.5,20.5,23.2,,22.9,21.8,22.0,23.9,25.4,26.2
4242335,Jonathan Taylor,IND,RB,14,0,0,377.7,9.4,100.0,ACTIVE,17.6,6.3,8.2,20.4,31.9,28.8,18.0,21.2,34.0,24.6,53.4,21.8,24.4,,22.1,21.0,24.0
3918298,Josh Allen,BUF,QB,7,0,0,367.6,24.2,98.1,ACTIVE,17.2,16.7,37.2,20.0,36.5,28.7,,29.5,9.6,20.9,16.2,23.6,21.4,22.7,22.7,20.4,24.3
2330,Tom Brady,TB,QB,9,0,0,361.0,79.8,99.1,ACTIVE,27.2,29.6,28.7,11.1,37.7,18.0,24.4,25.2,,13.0,19.3,22.7,20.9,19.2,21.5,19.9,22.7
4038941,Justin Herbert,LAC,QB,7,0,0,353.2,116.9,96.3,ACTIVE,13.4,14.7,30.8,21.3,42.8,11.0,,13.8,31.6,12.0,34.3,20.6,22.0,21.2,21.7,21.9,20.0
4040715,Jalen Hurts,PHI,QB,14,0,0,334.2,126.5,100.0,QUESTIONABLE,28.8,21.8,20.5,28.2,22.9,25.0,23.5,11.2,16.7,18.6,30.8,22.2,,,21.5,21.4,21.1
3139477,Patrick Mahomes,KC,QB,12,0,0,333.8,26.7,97.2,ACTIVE,33.3,24.0,22.9,31.7,19.0,23.0,7.7,14.0,10.4,36.2,7.5,,20.7,21.1,20.9,20.7,20.6
3116406,Tyreek Hill,KC,WR,12,0,0,326.4,10.9,99.7,ACTIVE,37.1,5.9,9.7,47.6,14.8,22.6,12.7,27.4,7.3,27.5,20.0,,19.7,19.4,18.8,18.5,17.4
12483,Matthew Stafford,LAR,QB,11,0,0,324.1,134.2,94.4,ACTIVE,24.3,17.2,29.5,19.3,16.5,25.2,27.2,24.2,13.1,9.8,,19.2,19.9,18.7,20.1,20.3,19.5
3068267,Austin Ekeler,LAC,RB,7,0,0,317.6,20.7,99.5,ACTIVE,11.7,22.5,22.7,29.5,32.9,9.5,,24.4,11.2,14.9,41.5,19.5,19.6,20.0,19.5,,18.2
4262921,Justin Jefferson,MIN,WR,7,0,0,307.5,28.9,98.7,ACTIVE,12.5,18.5,26.8,20.4,19.4,14.0,,4.1,17.0,22.9,37.2,18.8,17.9,19.3,21.4,18.5,18.7
16800,Davante Adams,GB,WR,13,0,0,303.9,11.9,99.0,ACTIVE,10.6,20.1,31.2,12.4,37.6,12.9,19.6,,10.2,14.8,30.5,21.4,,19.0,21.5,20.8,21.3
3126486,Deebo Samuel,SF,WR,6,0,0,302.5,48.4,99.3,ACTIVE,31.9,16.1,10.2,35.7,16.1,,21.0,23.1,11.3,30.3,16.4,18.9,,18.1,19.7,18.0,15.8
4241457,Najee Harris,PIT,RB,7,0,0,301.4,9.3,98.6,ACTIVE,5.9,19.1,28.2,21.1,22.2,24.7,,21.0,16.8,17.3,16.9,18.5,17.6,18.5,17.7,17.4,18.5
8439,Aaron Rodgers,GB,QB,13,0,0,296.5,110.7,92.6,ACTIVE,1.3,26.8,19.0,24.1,19.8,23.7,24.7,15.7,,10.5,33.5,19.3,,19.2,19.6,19.6,19.9
