id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
2977187,Cooper Kupp,LAR,WR,11,0,0,401.6,17.7,100.0,ACTIVE,23.8,36.8,30.6,11.4,16.2,34.0,37.6,24.5,20.5,23.2,,18.6,26.9,22.0,23.9,25.4,26.2
4242335,Jonathan Taylor,IND,RB,14,0,0,375.5,9.4,100.0,ACTIVE,17.6,6.3,8.2,20.4,31.9,28.8,18.0,21.2,34.0,24.6,53.4,19.7,24.3,,22.1,21.0,24.0
3918298,Josh Allen,BUF,QB,7,0,0,361.0,24.2,99.1,ACTIVE,17.2,16.7,37.2,20.0,36.5,28.7,,29.5,9.6,20.9,16.2,26.7,11.7,22.7,22.7,20.4,24.3
2330,Tom Brady,TB,QB,9,0,0,357.3,79.8,100.0,ACTIVE,27.2,29.6,28.7,11.1,37.7,18.0,24.4,25.2,,13.0,19.3,11.2,28.6,19.2,21.5,19.9,22.7
4038941,Justin Herbert,LAC,QB,7,0,0,355.6,116.9,98.1,ACTIVE,13.4,14.7,30.8,21.3,42.8,11.0,,13.8,31.6,12.0,34.3,19.7,25.3,21.2,21.7,21.9,20.0
12483,Matthew Stafford,LAR,QB,11,0,0,331.0,134.2,96.3,ACTIVE,24.3,17.2,29.5,19.3,16.5,25.2,27.2,24.2,13.1,9.8,,22.0,24.0,18.7,20.1,20.3,19.5
3139477,Patrick Mahomes,KC,QB,12,0,0,325.7,26.7,95.4,ACTIVE,33.3,24.0,22.9,31.7,19.0,23.0,7.7,14.0,10.4,36.2,7.5,,12.6,21.1,20.9,20.7,20.6
4262921,Justin Jefferson,MIN,WR,7,0,0,319.6,28.9,99.7,ACTIVE,12.5,18.5,26.8,20.4,19.4,14.0,,4.1,17.0,22.9,37.2,13.3,35.6,19.3,21.4,18.5,18.7
4040715,Jalen Hurts,PHI,QB,14,0,0,318.9,126.5,97.2,QUESTIONABLE,28.8,21.8,20.5,28.2,22.9,25.0,23.5,11.2,16.7,18.6,30.8,6.9,,,21.5,21.4,21.1
3068267,Austin Ekeler,LAC,RB,7,0,0,317.7,20.7,99.5,ACTIVE,11.7,22.5,22.7,29.5,32.9,9.5,,24.4,11.2,14.9,41.5,21.9,17.4,20.0,19.5,,18.2
3116406,Tyreek Hill,KC,WR,12,0,0,310.9,10.9,99.3,ACTIVE,37.1,5.9,9.7,47.6,14.8,22.6,12.7,27.4,7.3,27.5,20.0,,4.2,19.4,18.8,18.5,17.4
3126486,Deebo Samuel,SF,WR,6,0,0,304.4,48.4,99.0,ACTIVE,31.9,16.1,10.2,35.7,16.1,,21.0,23.1,11.3,30.3,16.4,20.8,,18.1,19.7,18.0,15.8
8439,Aaron Rodgers,GB,QB,13,0,0,303.5,110.7,92.6,ACTIVE,1.3,26.8,19.0,24.1,19.8,23.7,24.7,15.7,,10.5,33.5,26.3,,19.2,19.6,19.6,19.9
16800,Davante Adams,GB,WR,13,0,0,300.9,11.9,98.7,ACTIVE,10.6,20.1,31.2,12.4,37.6,12.9,19.6,,10.2,14.8,30.5,18.4,,19.0,21.5,20.8,21.3
3116385,Joe Mixon,CIN,RB,10,0,0,295.7,18.6,99.1,ACTIVE,25.0,8.1,10.4,13.7,10.5,26.3,11.9,25.1,28.0,,24.3,32.3,9.4,19.7,16.8,17.0,17.1
14880,Kirk Cousins,MIN,QB,7,0,0,290.9,164.3,93.5,ACTIVE,22.0,25.3,25.1,10.1,13.4,28.5,,13.2,21.6,17.5,25.2,15.5,20.2,17.8,18.3,17.2,
2577417,Dak Prescott,DAL,QB,7,0,0,290.3,57.2,91.7,ACTIVE,27.4,7.5,20.1,27.0,20.7,26.8,,,18.9,26.3,2.6,25.3,11.2,19.7,18.2,19.2,19.3
3917315,Kyler Murray,ARI,QB,12,0,0,288.6,61.4,89.8,ACTIVE,33.6,33.1,18.5,22.6,13.7,25.8,21.4,9.1,,,,,30.8,20.0,20.6,20.7,18.8
4241457,Najee Harris,PIT,RB,7,0,0,287.6,9.3,98.1,ACTIVE,5.9,19.1,28.2,21.1,22.2,24.7,,21.0,16.8,17.3,16.9,6.7,15.7,18.5,17.7,17.4,18.5
3915511,Joe Burrow,CIN,QB,10,0,0,272.8,154.4,88.9,QUESTIONABLE,18.6,10.3,17.6,22.3,18.3,22.8,26.6,20.3,7.4,,9.0,16.4,16.6,16.7,15.4,16.3,18.1
3932905,Diontae Johnson,PIT,WR,7,0,0,272.0,76.8,98.0,ACTIVE,14.6,19.5,,24.2,15.2,18.6,,15.8,11.7,13.3,23.1,18.5,30.5,18.2,16.9,17.0,14.9
