id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
3116406,Tyreek Hill,MIA,WR,10,0,0,352.8,2.9,100.0,ACTIVE,,22.0,23.8,22.1,20.5,21.9,24.3,22.3,24.5,,24.5,24.5,24.5,24.5,24.5,24.5,24.5
3139477,Patrick Mahomes,KC,QB,10,0,0,337.0,21.6,97.2,ACTIVE,,23.3,24.1,21.2,22.4,24.5,22.8,24.3,21.8,,21.8,21.8,21.8,21.8,21.8,21.8,21.8
3918298,Josh Allen,BUF,QB,13,0,0,330.9,32.8,100.0,ACTIVE,,24.4,20.8,20.9,20.7,22.9,19.7,21.3,22.5,22.5,22.5,22.5,,22.5,22.5,22.5,22.5
4362628,Ja'Marr Chase,CIN,WR,7,0,0,330.2,11.2,98.6,ACTIVE,,20.2,20.0,19.7,20.6,21.7,,21.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9
4040715,Jalen Hurts,PHI,QB,10,0,0,326.3,21.2,99.1,ACTIVE,,24.7,21.8,21.7,21.9,21.6,23.5,22.8,21.0,,21.0,21.0,21.0,21.0,21.0,21.0,21.0
2976212,Stefon Diggs,BUF,WR,13,0,0,312.5,11.5,99.3,ACTIVE,,17.9,16.6,17.8,18.1,18.8,19.5,20.4,22.9,22.9,22.9,22.9,,22.9,22.9,22.9,22.9
3916387,Lamar Jackson,BAL,QB,13,0,0,306.4,29.7,98.1,ACTIVE,,20.6,20.8,17.9,20.8,21.4,19.1,23.5,20.3,20.3,20.3,20.3,,20.3,20.3,20.3,20.3
4241479,Tua Tagovailoa,MIA,QB,10,0,0,288.7,84.9,96.3,ACTIVE,,17.9,20.4,18.5,19.0,20.3,20.3,18.9,19.2,,19.2,19.2,19.2,19.2,19.2,19.2,19.2
15847,Travis Kelce,KC,TE,10,0,0,281.6,10.9,100.0,ACTIVE,,16.8,18.2,17.0,17.7,18.0,18.3,19.4,19.5,,19.5,19.5,19.5,19.5,19.5,19.5,19.5
4038941,Justin Herbert,LAC,QB,5,0,0,280.1,55.9,94.4,QUESTIONABLE,,19.0,20.2,21.9,,18.6,18.9,19.7,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
4047646,A.J. Brown,PHI,WR,10,0,0,279.8,10.6,99.6,QUESTIONABLE,,15.1,15.1,15.7,18.8,16.9,18.9,19.2,20.0,,20.0,20.0,20.0,20.0,20.0,20.0,20.0
3915511,Joe Burrow,CIN,QB,7,0,0,275.5,151.0,80.6,QUESTIONABLE,,20.7,19.4,18.9,18.3,17.8,,16.4,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2
4241389,CeeDee Lamb,DAL,WR,7,0,0,265.3,20.5,96.8,ACTIVE,,16.1,16.2,14.8,16.3,15.3,,15.9,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
3916148,Tony Pollard,TEN,RB,7,0,0,253.9,8.7,91.7,ACTIVE,,17.4,19.3,18.6,18.0,18.5,,19.1,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9
2577417,Dak Prescott,DAL,QB,7,0,0,252.2,102.3,86.1,ACTIVE,,15.7,17.2,14.3,15.7,16.2,,16.6,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4
4047365,Josh Jacobs,GB,RB,6,0,0,252.2,22.4,95.6,ACTIVE,,15.7,16.9,15.2,18.3,,17.8,16.3,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9
16800,Davante Adams,LV,WR,13,0,0,247.7,27.2,95.8,ACTIVE,,19.2,20.4,20.6,22.2,19.6,16.2,17.8,14.0,14.0,14.0,14.0,,14.0,14.0,14.0,14.0
15818,Keenan Allen,CHI,WR,13,0,0,247.1,17.4,98.2,ACTIVE,,15.2,16.2,19.8,,17.7,19.0,18.0,17.6,17.6,17.6,17.6,,17.6,17.6,17.6,17.6
4430807,Bijan Robinson,ATL,RB,11,0,0,242.6,28.1,94.4,ACTIVE,,16.4,18.5,17.7,18.4,17.6,15.6,16.2,15.3,15.3,,15.3,15.3,15.3,15.3,15.3,15.3
4432577,C.J. Stroud,HOU,QB,7,0,0,239.6,82.6,87.0,ACTIVE,,14.1,14.2,15.3,16.8,15.8,,17.8,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2
4426875,Sam Howell,SEA,QB,5,0,0,237.7,166.2,93.5,ACTIVE,,14.9,15.0,14.1,,14.0,15.6,15.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
4567048,Kenneth Walker III,SEA,RB,5,0,0,237.5,36.9,96.7,ACTIVE,,15.0,15.0,17.6,,16.7,20.9,16.1,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2
2576414,Raheem Mostert,MIA,RB,10,0,0,236.1,83.9,98.9,ACTIVE,,12.4,14.1,14.3,14.5,18.2,18.3,17.1,15.9,,15.9,15.9,15.9,15.9,15.9,15.9,15.9
3052587,Baker Mayfield,TB,QB,5,0,0,235.9,166.1,85.2,ACTIVE,,15.5,14.9,13.4,,15.9,16.0,16.2,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
