week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,25.1,26.1,13.3,18.0,153.3,26.0
2,22.7,5.2,37.6,1.4,10.0,106.2,20.0
3,0.0,7.9,21.2,9.2,12.0,146.1,22.0
4,12.9,19.4,34.8,45.2,18.0,112.8,28.0
5,24.0,16.8,45.2,12.0,10.0,145.7,32.0
6,32.5,16.8,55.5,0.0,8.0,99.7,30.0
7,17.2,11.7,32.0,6.1,0.0,154.0,42.0
8,17.7,14.2,38.8,9.1,0.0,128.0,0.0
9,17.5,29.4,9.8,9.4,10.0,93.3,27.0
10,19.1,21.1,28.9,10.5,0.0,82.9,20.0
11,21.2,11.5,39.9,8.5,0.0,135.6,20.0
12,16.9,19.9,37.9,5.6,8.0,74.0,13.0
13,17.1,16.9,33.8,17.0,5.0,99.8,17.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,20.9,38.0,12.0,8.4,4.0,104.9,18.0
16,11.8,16.4,18.7,10.3,4.0,68.3,10.0
17,0.0,4.3,40.2,7.5,6.0,112.7,10.0
