week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,44.5,26.9,25.5,9.0,8.0,89.4,38.0
2,15.5,12.1,54.6,16.2,1.0,125.9,27.0
3,18.3,28.5,23.9,33.5,2.0,64.3,28.0
4,31.7,3.4,37.6,25.9,13.0,98.2,48.0
5,10.0,25.4,10.0,13.4,18.0,69.2,29.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,12.3,12.9,19.5,10.2,6.0,63.7,24.0
8,29.2,21.0,63.8,0.0,8.0,85.7,31.0
9,13.6,12.9,12.6,12.0,3.0,70.2,9.0
10,45.1,24.7,24.2,25.2,6.0,91.0,30.0
11,24.6,15.4,62.4,4.0,0.0,90.8,18.0
12,39.7,5.7,34.8,5.0,10.0,103.9,28.0
13,16.6,8.2,26.3,15.3,7.0,153.9,14.0
14,25.0,10.5,48.1,11.7,6.0,128.8,23.0
15,19.4,6.4,27.2,20.0,4.0,125.8,17.0
16,1.6,27.1,18.5,6.0,14.0,119.3,37.0
17,16.2,6.6,31.6,24.9,4.0,136.4,10.0
