week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,13.4,8.5,40.2,6.8,11.0,97.7,22.0
2,26.0,36.2,52.2,3.5,0.0,99.4,36.0
3,43.2,8.5,50.4,18.0,6.0,68.5,24.0
4,17.6,1.8,50.8,1.7,16.0,78.1,25.0
5,11.5,39.5,10.9,3.2,0.0,95.4,21.0
6,20.7,9.3,60.2,21.5,1.0,63.1,7.0
7,15.8,30.1,1.4,0.0,3.0,93.0,21.0
8,8.4,5.6,21.8,4.1,13.0,90.9,16.0
9,16.4,14.7,25.5,20.0,8.0,63.9,20.0
10,39.5,2.7,25.6,11.4,3.0,116.8,21.0
11,9.8,22.9,23.3,7.1,4.0,114.1,10.0
12,11.4,17.8,19.0,13.4,8.0,84.6,13.0
13,17.1,20.5,43.9,7.4,8.0,96.4,20.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,9.9,25.2,38.2,17.7,12.0,72.8,20.0
16,37.9,16.8,30.3,30.0,13.0,83.2,37.0
17,32.3,14.4,33.8,12.8,6.0,53.4,24.0
