week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,20.2,48.0,0.0,9.0,119.5,19.0
2,17.3,26.0,25.8,13.3,0.0,119.4,27.0
3,25.2,10.5,59.7,3.9,12.0,75.1,38.0
4,13.8,56.3,20.3,5.7,6.0,125.0,24.0
5,0.0,40.1,31.2,19.0,2.0,108.7,28.0
6,13.8,11.0,20.0,15.0,13.0,96.4,16.0
7,13.1,34.8,36.8,14.0,16.0,100.0,37.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,13.7,36.2,10.1,11.4,4.0,99.2,17.0
10,0.0,27.5,31.8,3.1,10.0,75.3,22.0
11,27.5,13.0,23.8,46.1,14.0,105.6,30.0
12,25.2,23.3,32.5,1.1,6.0,122.9,24.0
13,2.2,22.0,55.2,4.2,10.0,106.1,27.0
14,23.3,8.1,36.6,1.2,7.0,130.6,17.0
15,12.3,29.8,6.0,15.3,0.0,102.2,14.0
16,22.7,11.9,13.5,8.5,23.0,103.0,3.0
17,0.0,23.2,15.6,7.2,0.0,126.7,10.0
