week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,14.4,27.1,32.8,11.6,3.0,105.3,9.0
2,38.9,26.8,91.5,10.7,6.0,146.9,42.0
3,15.9,40.7,48.4,3.4,10.0,119.6,26.0
4,23.5,17.7,29.5,7.0,11.0,84.4,23.0
5,17.3,11.8,18.2,0.0,6.0,94.9,17.0
6,13.5,21.6,44.3,14.8,6.0,90.4,24.0
7,0.0,26.5,24.3,27.4,8.0,81.4,20.0
8,17.1,8.7,47.3,5.4,10.0,122.3,22.0
9,18.4,25.4,24.4,15.1,7.0,87.1,13.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,22.2,13.7,19.9,10.2,3.0,89.9,3.0
12,24.9,21.9,61.5,1.4,8.0,75.8,28.0
13,9.7,33.5,12.6,14.5,13.0,78.0,9.0
14,10.6,18.1,33.8,14.6,1.0,69.7,14.0
15,12.6,13.6,29.8,19.7,6.0,59.8,13.0
16,19.8,24.8,22.9,9.9,9.0,66.9,9.0
17,10.9,33.4,17.4,6.6,11.0,61.3,16.0
