week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,16.0,35.0,22.5,32.5,10.0,98.2,20.0
2,18.5,8.3,37.5,13.4,8.0,37.8,24.0
3,17.1,17.8,10.0,25.3,0.0,90.2,17.0
4,14.4,29.5,3.8,14.2,0.0,84.8,24.0
5,9.2,9.6,23.6,5.0,10.0,79.9,9.0
6,24.9,24.5,26.4,11.1,3.0,106.9,27.0
7,3.9,18.7,6.5,8.6,0.0,50.3,19.0
8,20.3,22.7,32.0,3.9,5.0,56.9,17.0
9,9.7,32.0,24.5,10.3,17.0,42.6,26.0
10,15.9,29.9,35.6,13.3,2.0,61.7,20.0
11,41.9,3.2,33.9,1.7,5.0,75.4,17.0
12,12.2,32.3,25.6,7.5,0.0,73.3,24.0
13,16.8,33.5,38.7,1.9,6.0,80.4,54.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,32.4,34.6,62.0,13.3,8.0,102.0,39.0
16,5.5,29.1,36.6,3.8,8.0,87.6,20.0
17,36.2,15.9,44.5,23.4,8.0,63.5,38.0
