week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,18.2,21.5,46.9,1.2,7.0,91.3,20.0
2,12.7,21.9,30.6,14.1,4.0,67.2,17.0
3,0.0,26.4,30.2,42.1,5.0,66.8,29.0
4,18.8,20.7,50.6,8.2,6.0,78.5,24.0
5,35.2,13.1,74.3,4.9,7.0,74.2,38.0
6,13.7,10.4,27.7,4.3,14.0,66.3,18.0
7,15.9,26.3,34.2,0.0,12.0,77.4,16.0
8,50.8,4.2,46.9,12.4,5.0,61.9,35.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,17.9,19.4,15.9,19.7,5.0,91.6,10.0
11,26.7,9.9,44.3,0.0,17.0,94.6,37.0
12,0.0,19.0,19.1,21.2,11.0,89.6,17.0
13,17.6,12.9,21.0,17.3,14.0,73.0,16.0
14,6.8,27.0,10.2,3.7,11.0,81.1,16.0
15,14.1,11.6,11.5,4.0,12.0,90.7,16.0
16,0.0,10.7,47.2,3.9,5.0,99.8,10.0
17,9.6,9.5,2.0,29.2,9.0,87.3,13.0
