week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,35.5,34.0,50.2,21.6,9.0,87.5,27.0
2,18.9,8.2,50.7,14.1,0.0,76.8,31.0
3,18.9,12.1,41.6,25.5,11.0,84.9,23.0
4,0.0,29.5,19.5,20.8,9.0,66.8,20.0
5,26.3,7.3,37.9,10.3,8.0,49.7,21.0
6,0.0,30.1,48.1,16.3,2.0,74.8,14.0
7,39.2,18.1,76.8,3.4,5.0,61.8,35.0
8,17.2,16.6,20.3,17.4,8.0,117.5,34.0
9,12.1,27.0,36.5,8.6,8.0,79.4,20.0
10,7.1,10.0,22.9,1.2,16.0,68.5,25.0
11,22.6,3.2,25.8,10.4,6.0,90.8,24.0
12,13.1,31.1,13.3,13.1,8.0,71.6,19.0
13,13.3,20.3,14.3,21.1,0.0,82.8,19.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,19.2,17.0,26.8,32.9,3.0,87.3,21.0
16,13.2,17.2,12.6,8.9,8.0,91.4,17.0
17,13.6,17.2,23.8,20.8,14.0,77.9,19.0
