week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,28.4,14.6,39.5,0.0,14.0,47.1,19.0
2,16.6,11.3,35.6,6.1,13.0,79.2,17.0
3,13.7,22.9,24.9,16.3,14.0,85.0,16.0
4,15.0,14.1,26.2,12.8,5.0,98.9,10.0
5,10.3,3.3,46.7,11.6,0.0,76.3,10.0
6,41.1,4.1,33.8,7.3,10.0,59.1,26.0
7,1.5,18.4,21.1,9.7,9.0,79.9,6.0
8,42.9,51.8,74.6,17.6,5.0,132.9,29.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,19.4,30.1,32.7,0.9,6.0,117.5,31.0
11,4.4,10.6,14.9,11.4,3.0,136.0,3.0
12,14.5,24.6,33.9,6.3,11.0,83.9,20.0
13,0.4,15.7,30.6,10.7,23.0,115.9,19.0
14,14.3,25.3,50.9,14.7,16.0,65.2,23.0
15,26.8,15.5,68.2,14.2,11.0,76.7,40.0
16,0.0,9.8,50.5,9.7,11.0,134.6,34.0
17,0.0,15.5,18.9,8.4,0.0,88.1,13.0
