week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,38.3,21.8,8.2,16.0,45.0,26.0
2,13.1,13.2,28.9,25.6,17.0,42.4,19.0
3,34.4,44.1,59.7,1.9,0.0,63.3,14.0
4,22.9,12.6,26.1,22.1,8.0,78.0,26.0
5,0.0,28.1,26.5,7.7,6.0,75.0,37.0
6,11.8,6.2,59.6,1.7,0.0,49.0,24.0
7,11.7,5.9,40.6,15.0,3.0,78.7,3.0
8,22.1,29.3,24.2,24.9,14.0,81.5,37.0
9,19.9,55.1,31.1,0.0,5.0,84.4,42.0
10,5.4,12.0,40.7,6.4,3.0,69.2,15.0
11,15.5,14.5,23.5,13.4,7.0,77.0,13.0
12,8.5,32.3,33.1,3.1,3.0,94.8,10.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,20.6,1.2,55.4,6.0,6.0,104.7,24.0
15,14.1,26.7,33.5,1.4,8.0,54.2,24.0
16,25.7,13.9,41.9,32.8,5.0,70.2,23.0
17,41.8,20.1,79.3,3.7,2.0,81.3,30.0
