week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,34.9,42.5,25.0,35.2,9.0,84.6,44.0
2,16.7,12.6,50.2,6.0,13.0,115.4,23.0
3,10.2,10.1,37.0,10.1,0.0,103.4,20.0
4,13.7,29.6,0.0,19.7,6.0,104.7,16.0
5,45.6,7.4,29.8,17.5,0.0,76.1,20.0
6,12.7,19.1,20.6,15.8,13.0,70.0,19.0
7,13.5,53.3,44.8,30.3,11.0,79.0,34.0
8,23.5,35.1,24.6,26.3,3.0,127.6,34.0
9,20.8,28.3,32.4,22.6,8.0,86.2,31.0
10,9.1,9.1,27.1,17.4,0.0,101.1,17.0
11,0.3,25.3,38.4,24.4,8.0,85.0,38.0
12,28.8,30.5,46.8,7.8,5.0,92.1,25.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,7.3,28.6,51.5,10.0,11.0,78.5,27.0
15,7.7,40.9,20.6,13.9,7.0,76.5,24.0
16,28.7,23.2,33.2,3.2,15.0,85.1,19.0
17,5.7,37.9,13.4,8.9,8.0,94.4,20.0
