week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,13.6,12.0,43.3,6.6,1.0,76.3,19.0
2,6.1,7.5,28.8,5.1,1.0,90.5,7.0
3,9.1,23.3,25.1,2.2,4.0,68.8,11.0
4,6.8,1.3,35.3,17.3,0.0,99.8,9.0
5,9.9,8.4,17.9,25.8,9.0,83.3,15.0
6,0.0,14.8,16.8,26.2,4.0,100.5,28.0
7,26.9,20.3,49.5,19.6,5.0,97.0,44.0
8,17.4,8.6,35.3,3.5,0.0,95.6,14.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,12.0,14.7,23.8,10.8,12.0,80.4,16.0
11,8.3,15.3,49.3,7.1,5.0,106.4,10.0
12,20.8,18.6,24.9,5.7,0.0,100.3,0.0
13,31.3,7.8,39.3,4.1,6.0,128.1,17.0
14,24.3,10.7,36.8,8.9,0.0,127.0,7.0
15,15.3,11.9,30.6,16.5,9.0,115.6,13.0
16,0.0,17.0,53.7,9.5,2.0,134.0,20.0
17,0.0,22.7,67.5,8.5,12.0,143.4,34.0
