week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,10.9,20.0,51.0,10.8,2.0,84.9,28.0
2,0.0,9.0,16.5,5.3,7.0,103.7,0.0
3,12.6,15.6,38.4,4.5,4.0,119.3,10.0
4,19.8,39.3,19.2,12.2,5.0,57.6,29.0
5,5.9,42.2,12.0,1.6,11.0,78.2,13.0
6,0.0,28.1,40.3,18.5,15.0,89.9,34.0
7,28.8,21.8,52.9,6.4,11.0,94.6,23.0
8,16.7,17.6,29.8,13.6,3.0,76.8,21.0
9,0.0,14.0,63.2,4.4,8.0,107.0,20.0
10,31.1,18.0,37.8,30.1,3.0,96.8,27.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,23.1,13.1,9.6,11.0,14.0,119.7,27.0
13,21.6,43.5,56.9,5.9,19.0,73.4,40.0
14,17.8,23.3,15.0,30.3,0.0,144.4,22.0
15,20.2,14.6,20.9,9.0,12.0,146.7,34.0
16,10.8,13.0,23.0,11.4,3.0,98.1,3.0
17,10.4,29.8,10.4,31.2,5.0,104.1,3.0
