week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,31.5,19.2,54.0,1.5,8.0,65.5,31.0
2,0.0,9.0,42.4,5.4,4.0,102.9,27.0
3,13.4,9.4,53.1,10.5,14.0,71.4,12.0
4,0.0,31.2,37.2,4.4,5.0,60.7,24.0
5,4.0,14.6,24.7,0.0,11.0,77.9,22.0
6,10.8,15.9,0.0,9.3,5.0,89.3,10.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,40.3,22.2,21.1,7.0,65.8,31.0
9,29.4,6.8,37.9,19.4,11.0,51.3,16.0
10,13.9,24.1,49.2,3.9,0.0,66.7,27.0
11,20.3,39.0,36.9,25.5,10.0,85.1,27.0
12,18.4,25.6,20.8,23.9,14.0,47.2,26.0
13,23.0,12.5,58.3,20.6,10.0,69.0,27.0
14,0.0,25.1,22.7,0.0,12.0,66.1,16.0
15,10.9,44.2,38.3,2.4,6.0,43.2,24.0
16,8.3,14.4,29.1,13.9,9.0,113.8,14.0
17,17.8,41.5,31.6,17.8,8.0,46.0,31.0
