week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,16.0,35.8,34.4,19.0,1.0,90.2,21.0
2,29.7,39.4,63.6,9.7,12.0,28.0,41.0
3,8.4,18.8,46.7,7.4,10.0,76.4,22.0
4,0.0,3.9,21.9,41.0,13.0,70.9,17.0
5,14.4,9.1,51.0,6.9,7.0,70.1,17.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,15.8,16.5,3.0,6.0,57.7,10.0
8,8.9,28.3,3.2,21.7,5.0,61.5,10.0
9,34.1,15.2,31.0,28.1,5.0,46.4,20.0
10,14.2,7.7,36.4,2.1,4.0,89.4,10.0
11,19.1,17.3,37.5,0.0,3.0,107.1,17.0
12,18.0,5.2,32.4,2.0,9.0,80.4,20.0
13,44.8,11.4,61.8,10.0,5.0,55.1,35.0
14,33.4,4.5,41.8,40.7,13.0,86.4,36.0
15,8.7,25.1,38.7,14.7,6.0,70.4,17.0
16,13.1,37.8,10.7,11.4,7.0,50.3,19.0
17,14.4,8.2,44.8,1.7,10.0,48.8,27.0
