week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,15.5,34.5,39.4,0.0,0.0,118.9,35.0
2,8.8,12.0,18.7,25.0,1.0,131.7,7.0
3,17.9,11.6,34.5,2.5,0.0,143.1,8.0
4,5.7,7.4,29.3,6.2,3.0,112.5,21.0
5,16.2,8.2,39.9,10.8,0.0,103.3,17.0
6,5.2,7.2,16.5,20.2,4.0,103.3,17.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.3,31.1,12.5,11.0,0.0,132.3,13.0
9,12.0,25.2,16.2,11.1,5.0,101.8,17.0
10,16.5,29.4,31.7,3.2,19.0,89.2,32.0
11,0.0,22.1,19.3,5.0,21.0,94.7,16.0
12,18.0,36.7,34.1,0.0,9.0,110.6,33.0
13,14.5,10.7,12.5,17.4,0.0,144.0,10.0
14,29.2,16.4,41.1,6.8,2.0,111.8,22.0
15,23.6,6.8,38.9,7.9,2.0,103.4,20.0
16,28.0,14.0,67.2,3.4,18.0,89.0,40.0
17,0.0,36.2,22.1,27.4,10.0,68.0,20.0
