week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,14.8,11.2,49.2,2.4,10.0,76.2,20.0
2,11.4,16.6,17.0,12.2,8.0,93.3,14.0
3,39.4,14.2,18.3,30.7,9.0,122.4,37.0
4,16.1,23.9,30.2,0.0,9.0,76.8,27.0
5,5.9,31.8,30.5,0.0,0.0,93.8,0.0
6,0.0,12.1,30.8,17.7,12.0,168.7,15.0
7,38.4,33.0,52.3,12.9,18.0,82.0,33.0
8,16.4,10.7,27.1,29.6,4.0,83.2,17.0
9,6.0,5.6,8.5,4.5,10.0,119.5,3.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5.7,3.1,23.1,3.5,4.0,58.3,3.0
12,21.9,16.7,35.1,36.9,9.0,118.0,33.0
13,23.1,19.3,48.2,0.0,7.0,58.0,24.0
14,10.9,26.6,23.5,8.5,6.0,127.4,13.0
15,0.0,16.8,27.9,4.0,7.0,90.5,30.0
16,23.5,17.8,65.3,12.0,3.0,70.9,22.0
17,19.2,35.5,27.3,7.9,2.0,83.3,21.0
