week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,7.8,0.0,42.8,8.9,0.0,132.2,10.0
2,0.9,13.2,11.0,2.9,0.0,176.4,7.0
3,11.4,12.7,28.5,5.3,3.0,112.3,21.0
4,13.1,35.0,16.8,3.5,11.0,96.7,20.0
5,12.1,18.0,27.4,15.7,1.0,144.5,3.0
6,19.6,13.1,16.6,23.5,11.0,109.6,20.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15.2,27.0,34.1,1.9,4.0,102.1,17.0
9,10.6,17.3,38.8,6.3,10.0,70.9,20.0
10,15.5,32.8,43.0,11.5,9.0,113.4,33.0
11,0.0,17.1,54.6,14.6,4.0,100.1,23.0
12,17.6,27.5,45.0,5.8,6.0,103.2,25.0
13,12.5,14.8,21.4,3.3,3.0,103.6,10.0
14,0.0,18.7,34.8,9.5,4.0,73.4,12.0
15,18.1,28.8,49.7,2.3,12.0,114.2,29.0
16,9.9,24.8,41.8,11.2,7.0,96.9,13.0
17,20.4,16.6,21.9,0.0,8.2,69.7,0.0
