week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,0.0,35.1,40.3,9.8,6.0,116.0,20.0
2,11.1,13.3,28.9,0.0,12.0,79.2,16.0
3,4.9,33.9,23.8,15.7,14.0,100.8,23.0
4,21.1,36.4,31.0,18.5,10.0,102.1,34.0
5,10.3,15.0,24.0,15.9,7.0,77.7,6.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16.3,39.4,64.3,5.8,10.0,98.8,38.0
8,1.4,46.3,0.0,2.8,0.0,74.1,17.0
9,27.6,13.3,24.6,26.3,2.0,73.5,29.0
10,18.3,25.0,48.7,8.9,7.0,107.6,24.0
11,25.9,19.0,24.7,11.5,12.0,68.1,23.0
12,40.8,16.3,44.9,7.4,13.0,70.3,30.0
13,5.3,17.7,22.2,9.6,11.0,83.8,27.0
14,13.7,22.2,14.3,0.0,11.0,125.2,27.0
15,32.7,43.5,14.3,26.6,3.0,96.8,30.0
16,10.3,22.3,5.8,6.9,0.0,93.0,14.0
17,4.5,48.3,22.4,3.9,9.0,92.8,31.0
