week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,23.3,25.5,32.9,19.8,6.0,77.2,24.0
2,25.9,21.3,41.5,16.7,1.0,98.5,29.0
3,18.8,30.7,10.1,14.8,0.0,93.3,24.0
4,27.5,17.2,47.2,1.0,5.0,104.5,23.0
5,30.5,15.7,33.0,35.2,0.0,136.1,30.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,18.1,36.1,25.7,9.9,9.0,141.8,20.0
8,1.9,76.4,19.0,11.7,5.0,79.8,24.0
9,16.7,28.7,40.4,7.2,10.0,89.6,27.0
10,0.0,24.7,12.3,9.7,13.0,96.7,25.0
11,10.7,47.4,22.9,7.0,13.0,127.1,16.0
12,19.3,20.4,44.3,10.1,10.0,146.6,34.0
13,18.1,16.2,38.7,17.1,7.0,100.6,20.0
14,0.0,16.9,39.3,4.9,0.0,68.8,17.0
15,7.5,33.4,21.2,4.4,13.0,65.7,24.0
16,12.7,19.5,29.8,16.8,7.0,70.8,13.0
17,38.7,40.0,39.4,12.3,13.0,110.7,37.0
