week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,19.3,30.1,24.6,8.2,0.0,108.2,20.0
2,0.0,11.6,1.2,14.6,10.0,106.8,16.0
3,12.4,10.5,30.5,10.6,11.0,91.8,23.0
4,10.2,14.1,26.4,18.1,0.0,89.7,12.0
5,16.9,13.4,23.6,11.8,10.0,108.6,22.0
6,16.1,21.2,9.5,28.6,7.0,103.2,20.0
7,18.7,19.5,39.3,14.1,3.0,120.9,17.0
8,19.1,12.2,41.4,8.6,11.0,75.8,27.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,14.8,35.2,27.2,17.4,11.0,115.9,16.0
11,6.5,42.0,24.3,4.0,7.0,106.4,31.0
12,14.8,8.1,40.1,14.9,3.0,90.3,28.0
13,0.0,21.1,56.3,5.0,8.0,100.9,20.0
14,30.4,11.7,40.3,8.4,12.0,95.5,48.0
15,0.3,16.4,42.5,1.6,9.0,118.0,12.0
16,24.2,13.9,36.0,40.1,13.0,136.2,27.0
17,22.6,8.4,20.6,4.9,7.0,143.0,10.0
