week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,17.2,0.0,19.6,30.2,6.0,101.0,17.0
2,8.4,15.7,33.3,5.8,11.0,73.3,9.0
3,0.0,17.6,29.4,6.8,6.0,80.7,10.0
4,13.9,37.8,25.8,0.0,14.0,98.9,32.0
5,0.0,13.8,29.8,4.3,20.0,70.4,12.0
6,8.4,25.3,24.5,16.2,13.0,78.8,19.0
7,7.2,24.5,19.3,7.7,12.0,72.5,16.0
8,6.8,29.2,13.5,17.3,5.0,87.7,17.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,19.4,10.5,34.3,14.2,0.0,68.4,17.0
11,25.4,24.9,53.5,4.3,13.0,101.0,22.0
12,10.3,37.6,5.9,17.0,12.0,82.0,23.0
13,16.9,11.4,22.3,16.4,4.0,96.3,10.0
14,19.8,44.7,4.7,18.6,11.0,124.8,34.0
15,1.9,18.1,18.9,12.6,14.0,102.1,15.0
16,0.0,40.9,12.8,39.1,0.0,74.7,51.0
17,25.5,35.8,23.9,22.2,2.0,105.5,27.0
