week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,20.2,10.4,49.5,10.2,6.0,94.9,24.0
2,0.0,41.7,27.6,19.1,6.0,132.4,30.0
3,23.0,8.2,47.5,1.9,9.0,104.2,27.0
4,13.8,10.6,20.4,16.7,12.0,117.3,20.0
5,2.6,45.7,30.7,16.5,5.0,108.9,17.0
6,12.2,16.6,7.9,1.9,3.0,92.3,10.0
7,7.9,13.1,27.3,15.2,3.0,76.7,9.0
8,11.7,23.0,3.5,16.0,21.0,97.8,22.0
9,24.8,5.3,25.3,5.5,6.0,93.0,17.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,10.1,15.2,11.0,3.0,2.0,50.4,10.0
12,10.0,32.3,41.1,12.0,4.0,112.2,10.0
13,11.8,26.1,27.9,9.5,12.0,111.0,27.0
14,20.6,4.2,14.5,14.1,9.0,76.0,20.0
15,14.1,40.7,34.3,16.7,7.0,77.0,20.0
16,18.3,17.8,14.0,21.0,14.0,63.2,19.0
17,17.1,29.7,8.3,28.3,10.0,73.0,23.0
