week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,8.5,34.9,22.7,5.1,1.0,106.6,7.0
2,42.6,2.9,55.4,34.0,10.0,173.9,38.0
3,26.7,32.8,32.1,10.7,4.0,64.9,19.0
4,20.1,17.4,45.1,5.6,11.0,86.7,27.0
5,14.6,45.0,27.1,3.2,8.0,100.5,40.0
6,16.5,15.9,21.5,16.9,4.0,97.3,24.0
7,10.3,15.4,27.6,19.1,5.0,99.4,10.0
8,18.6,23.5,29.6,4.0,10.0,122.0,27.0
9,42.7,12.6,29.4,29.9,6.0,113.6,32.0
10,0.0,18.8,27.8,24.0,5.0,127.6,17.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,24.1,13.1,23.1,3.0,142.4,15.0
13,14.3,43.9,27.3,6.6,18.0,93.5,33.0
14,19.5,28.9,55.1,11.1,11.0,77.2,23.0
15,35.9,19.9,22.2,30.2,6.0,110.9,32.0
16,13.3,20.9,19.0,12.6,15.0,81.8,26.0
17,16.3,7.1,21.9,20.0,6.0,97.9,23.0
