id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
3918298,Josh Allen,BUF,QB,7,0,0,395.8,16.6,99.0,ACTIVE,22.6,24.4,24.2,25.1,23.6,26.1,,23.8,23.0,24.2,25.6,25.5,25.5,25.5,25.5,25.5,25.5
4040715,Jalen Hurts,PHI,QB,7,0,0,370.6,62.2,98.0,ACTIVE,22.9,22.0,23.9,23.8,24.7,22.1,,24.0,24.2,23.1,21.6,23.0,23.0,23.0,23.0,23.0,23.0
3139477,Patrick Mahomes,KC,QB,8,0,0,361.9,25.6,100.0,QUESTIONABLE,22.7,22.3,22.4,20.6,23.3,21.1,20.4,,22.2,23.7,24.4,23.1,23.1,23.1,23.1,23.1,23.1
3916387,Lamar Jackson,BAL,QB,10,0,0,347.4,42.0,95.0,QUESTIONABLE,21.2,20.6,23.2,23.1,22.9,21.9,25.4,21.3,20.7,,22.0,20.8,20.8,20.8,20.8,20.8,20.8
3116406,Tyreek Hill,MIA,WR,11,0,0,329.1,16.6,99.6,ACTIVE,15.9,17.0,19.7,19.5,19.2,17.4,19.7,21.2,23.1,22.8,,22.3,22.3,22.3,22.3,22.3,22.3
3929630,Saquon Barkley,NYG,RB,9,0,0,322.5,21.2,97.2,ACTIVE,15.9,17.3,17.9,19.5,19.6,23.3,20.6,22.9,,24.9,24.7,19.3,19.3,19.3,19.3,19.3,19.3
3068267,Austin Ekeler,LAC,RB,8,0,0,322.2,7.5,100.0,ACTIVE,19.6,18.8,18.8,17.8,18.5,17.6,20.2,,21.7,20.3,21.4,21.2,21.2,21.2,21.2,21.2,21.2
16800,Davante Adams,LV,WR,6,0,0,320.3,17.4,99.3,ACTIVE,17.3,18.8,19.6,17.1,20.0,,18.0,18.8,16.9,17.3,18.3,23.0,23.0,23.0,23.0,23.0,23.0
2976212,Stefon Diggs,BUF,WR,7,0,0,319.7,11.1,100.0,ACTIVE,16.7,17.3,18.9,20.7,18.6,20.9,,18.6,20.1,20.1,20.5,21.2,21.2,21.2,21.2,21.2,21.2
4038941,Justin Herbert,LAC,QB,8,0,0,308.5,50.0,90.1,QUESTIONABLE,20.8,21.4,20.2,19.5,21.6,18.1,21.3,,21.1,18.0,19.5,17.9,17.9,17.9,17.9,17.9,17.9
3915511,Joe Burrow,CIN,QB,10,0,0,308.2,90.1,96.0,ACTIVE,18.1,17.9,18.4,18.4,19.7,17.3,19.8,21.6,19.7,,19.8,19.6,19.6,19.6,19.6,19.6,19.6
4262921,Justin Jefferson,MIN,WR,7,0,0,305.3,7.8,98.9,ACTIVE,17.9,19.7,20.1,17.9,18.4,19.2,,18.4,18.0,19.7,21.4,19.1,19.1,19.1,19.1,19.1,19.1
3117251,Christian McCaffrey,SF,RB,9,0,0,304.8,7.2,98.9,ACTIVE,21.0,22.4,21.2,22.0,18.1,21.0,10.2,18.5,,22.6,19.2,18.1,18.1,18.1,18.1,18.1,18.1
15864,Geno Smith,SEA,QB,11,0,0,291.2,162.5,94.1,ACTIVE,14.8,14.2,16.5,17.4,17.0,19.6,19.4,17.5,18.3,17.2,,19.9,19.9,19.9,19.9,19.9,19.9
3043078,Derrick Henry,TEN,RB,6,0,0,286.1,11.7,99.5,ACTIVE,18.0,17.0,17.4,16.4,18.1,,19.0,19.6,20.0,17.5,17.5,17.6,17.6,17.6,17.6,17.6,17.6
2330,Tom Brady,TB,QB,11,0,0,284.3,127.7,83.2,ACTIVE,19.1,18.1,17.9,17.4,20.2,19.3,17.1,17.8,15.9,16.5,,17.5,17.5,17.5,17.5,17.5,17.5
15847,Travis Kelce,KC,TE,8,0,0,282.7,18.0,100.0,ACTIVE,14.3,16.0,16.1,16.6,17.8,16.9,17.2,,17.3,19.5,19.6,18.6,18.6,18.6,18.6,18.6,18.6
