team,offensive_rank,defensive_rank,opponent
ARI,21,18,SEA
ATL,25,7,WSH
BAL,3,29,KC
BUF,2,13,NO
CAR,26,12,NE
CHI,12,3,LV
CIN,23,14,DEN
CLE,31,25,DET
DAL,5,26,GB
DEN,19,15,CIN
DET,1,8,CLE
GB,9,27,DAL
HOU,30,24,TEN
IND,4,9,LAR
JAX,17,1,SF
KC,14,16,BAL
LAC,20,22,NYG
LAR,13,4,IND
LV,24,17,CHI
MIA,27,31,NYJ
MIN,10,5,PIT
NE,11,19,CAR
NO,29,20,BUF
NYG,28,21,LAC
NYJ,18,32,MIA
PHI,7,11,TB
PIT,16,2,MIN
SEA,6,6,ARI
SF,22,23,JAX
TB,15,28,PHI
TEN,32,10,HOU
WSH,8,30,ATL
