team,offensive_rank,defensive_rank,opponent
ARI,20,13,GB
ATL,31,5,SF
BAL,1,25,BYE
BUF,4,14,BYE
CAR,19,9,NYJ
CHI,9,6,NO
CIN,24,10,PIT
CLE,30,27,MIA
DAL,10,28,WSH
DEN,17,11,NYG
DET,2,15,TB
GB,18,21,ARI
HOU,32,26,SEA
IND,3,8,LAC
JAX,15,1,LAR
KC,21,22,LV
LAC,14,19,IND
LAR,11,12,JAX
LV,26,16,KC
MIA,25,30,CLE
MIN,6,3,PHI
NE,22,17,TEN
NO,29,23,CHI
NYG,27,29,DEN
NYJ,16,31,CAR
PHI,8,18,MIN
PIT,12,2,CIN
SEA,5,4,HOU
SF,23,20,ATL
TB,13,24,DET
TEN,28,7,NE
WSH,7,32,DAL
