team,offensive_rank,defensive_rank,opponent
ARI,20,13,IND
ATL,31,5,BUF
BAL,1,25,LAR
BUF,4,14,ATL
CAR,19,9,DAL
CHI,9,6,WSH
CIN,24,10,GB
CLE,30,27,PIT
DAL,10,28,CAR
DEN,17,11,NYJ
DET,2,15,KC
GB,18,21,CIN
HOU,32,26,BYE
IND,3,8,ARI
JAX,15,1,SEA
KC,21,22,DET
LAC,14,19,MIA
LAR,11,12,BAL
LV,26,16,TEN
MIA,25,30,LAC
MIN,6,3,BYE
NE,22,17,NO
NO,29,23,NE
NYG,27,29,PHI
NYJ,16,31,DEN
PHI,8,18,NYG
PIT,12,2,CLE
SEA,5,4,JAX
SF,23,20,TB
TB,13,24,SF
TEN,28,7,LV
WSH,7,32,CHI
