week,home_team,away_team,temperature,gust,precipitation,home_team_score,away_team_score,indoor,neutral_site,country,city,state,date
1,TB,DAL,80,6,0.03,31,29,False,False,USA,Tampa,FL,2021-09-10T00:20Z
1,ATL,PHI,,,,6,32,True,False,USA,Atlanta,GA,2021-09-12T17:00Z
1,BUF,PIT,73,35,0.01,16,23,False,False,USA,Orchard Park,NY,2021-09-12T17:00Z
1,CIN,MIN,85,27,0.0,27,24,False,False,USA,Cincinnati,OH,2021-09-12T17:00Z
1,DET,SF,,,,33,41,True,False,USA,Detroit,MI,2021-09-12T17:00Z
1,TEN,ARI,83,16,0.0,13,38,False,False,USA,Nashville,TN,2021-09-12T17:00Z
1,IND,SEA,,,,16,28,True,False,USA,Indianapolis,IN,2021-09-12T17:00Z
1,WSH,LAC,84,23,0.0,16,20,False,False,USA,Landover,MD,2021-09-12T17:00Z
1,CAR,NYJ,84,15,0.0,19,14,False,False,USA,Charlotte,NC,2021-09-12T17:00Z
1,HOU,JAX,,,,37,21,True,False,USA,Houston,TX,2021-09-12T17:00Z
1,KC,CLE,90,21,0.0,33,29,False,False,USA,Kansas City,MO,2021-09-12T20:25Z
1,NE,MIA,79,31,0.0,16,17,False,False,USA,Foxborough,MA,2021-09-12T20:25Z
1,NO,GB,78,24,0.11,38,3,False,False,USA,Jacksonville,FL,2021-09-12T20:25Z
1,NYG,DEN,84,28,0.0,13,27,False,False,USA,East Rutherford,NJ,2021-09-12T20:25Z
1,LAR,CHI,75,25,0.0,34,14,False,False,USA,Inglewood,CA,2021-09-13T00:20Z
1,LV,BAL,,,,33,27,True,False,USA,Las Vegas,NV,2021-09-14T00:15Z
2,WSH,NYG,71,10,0.0,30,29,False,False,USA,Landover,MD,2021-09-17T00:20Z
2,CHI,CIN,79,17,0.0,20,17,False,False,USA,Chicago,IL,2021-09-19T17:00Z
2,CLE,HOU,76,17,0.0,31,21,False,False,USA,Cleveland,OH,2021-09-19T17:00Z
2,IND,LAR,,,,24,27,True,False,USA,Indianapolis,IN,2021-09-19T17:00Z
2,MIA,BUF,88,12,0.01,0,35,False,False,USA,Miami Gardens,FL,2021-09-19T17:00Z
2,NYJ,NE,74,21,0.0,6,25,False,False,USA,East Rutherford,NJ,2021-09-19T17:00Z
2,PHI,SF,77,20,0.0,11,17,False,False,USA,Philadelphia,PA,2021-09-19T17:00Z
2,PIT,LV,77,12,0.0,17,26,False,False,USA,Pittsburgh,PA,2021-09-19T17:00Z
2,CAR,NO,85,22,0.0,26,7,False,False,USA,Charlotte,NC,2021-09-19T17:00Z
2,JAX,DEN,77,10,0.11,13,23,False,False,USA,Jacksonville,FL,2021-09-19T17:00Z
2,ARI,MIN,,,,34,33,True,False,USA,Glendale,AZ,2021-09-19T20:05Z
2,TB,ATL,81,14,0.03,48,25,False,False,USA,Tampa,FL,2021-09-19T20:05Z
2,LAC,DAL,78,15,0.0,17,20,False,False,USA,Inglewood,CA,2021-09-19T20:25Z
2,SEA,TEN,62,30,0.0,30,33,False,False,USA,Seattle,WA,2021-09-19T20:25Z
2,BAL,KC,70,19,0.0,36,35,False,False,USA,Baltimore,MD,2021-09-20T00:20Z
2,GB,DET,63,15,0.0,35,17,False,False,USA,Green Bay,WI,2021-09-21T00:15Z
3,HOU,CAR,,,,9,24,True,False,USA,Houston,TX,2021-09-24T00:20Z
3,BUF,WSH,63,39,0.0,43,21,False,False,USA,Orchard Park,NY,2021-09-26T17:00Z
3,CLE,CHI,67,26,0.0,26,6,False,False,USA,Cleveland,OH,2021-09-26T17:00Z
3,DET,BAL,,,,17,19,True,False,USA,Detroit,MI,2021-09-26T17:00Z
3,TEN,IND,72,8,0.0,25,16,False,False,USA,Nashville,TN,2021-09-26T17:00Z
3,KC,LAC,82,32,0.0,24,30,False,False,USA,Kansas City,MO,2021-09-26T17:00Z
3,NE,NO,72,24,0.0,13,28,False,False,USA,Foxborough,MA,2021-09-26T17:00Z
3,NYG,ATL,70,26,0.0,14,17,False,False,USA,East Rutherford,NJ,2021-09-26T17:00Z
3,PIT,CIN,68,25,0.0,10,24,False,False,USA,Pittsburgh,PA,2021-09-26T17:00Z
3,JAX,ARI,81,14,0.0,19,31,False,False,USA,Jacksonville,FL,2021-09-26T17:00Z
3,DEN,NYJ,87,17,0.0,26,0,False,False,USA,Denver,CO,2021-09-26T20:05Z
3,LV,MIA,,,,31,28,True,False,USA,Las Vegas,NV,2021-09-26T20:05Z
3,LAR,TB,71,21,0.0,34,24,False,False,USA,Inglewood,CA,2021-09-26T20:25Z
3,MIN,SEA,,,,30,17,True,False,USA,Minneapolis,MN,2021-09-26T20:25Z
3,SF,GB,73,24,0.0,28,30,False,False,USA,Santa Clara,CA,2021-09-27T00:20Z
3,DAL,PHI,,,,41,21,True,False,USA,Arlington,TX,2021-09-28T00:15Z
4,CIN,JAX,66,7,0.0,24,21,False,False,USA,Cincinnati,OH,2021-10-01T00:20Z
4,ATL,WSH,,,,30,34,True,False,USA,Atlanta,GA,2021-10-03T17:00Z
4,BUF,HOU,68,22,0.02,40,0,False,False,USA,Orchard Park,NY,2021-10-03T17:00Z
4,CHI,DET,72,12,0.0,24,14,False,False,USA,Chicago,IL,2021-10-03T17:00Z
4,DAL,CAR,,,,36,28,True,False,USA,Arlington,TX,2021-10-03T17:00Z
4,MIA,IND,83,22,0.0,17,27,False,False,USA,Miami Gardens,FL,2021-10-03T17:00Z
4,MIN,CLE,,,,7,14,True,False,USA,Minneapolis,MN,2021-10-03T17:00Z
4,NO,NYG,,,,21,27,True,False,USA,New Orleans,LA,2021-10-03T17:00Z
4,NYJ,TEN,77,14,0.0,27,24,False,False,USA,East Rutherford,NJ,2021-10-03T17:00Z
4,PHI,KC,79,14,0.0,30,42,False,False,USA,Philadelphia,PA,2021-10-03T17:00Z
4,LAR,ARI,95,16,0.0,20,37,False,False,USA,Inglewood,CA,2021-10-03T20:05Z
4,SF,SEA,85,15,0.0,21,28,False,False,USA,Santa Clara,CA,2021-10-03T20:05Z
4,DEN,BAL,76,12,0.0,7,23,False,False,USA,Denver,CO,2021-10-03T20:25Z
4,GB,PIT,68,14,0.06,27,17,False,False,USA,Green Bay,WI,2021-10-03T20:25Z
4,NE,TB,56,17,0.0,17,19,False,False,USA,Foxborough,MA,2021-10-04T00:20Z
4,LAC,LV,74,21,0.0,28,14,False,False,USA,Inglewood,CA,2021-10-05T00:50Z
5,SEA,LAR,56,7,0.0,17,26,False,False,USA,Seattle,WA,2021-10-08T00:20Z
5,ATL,NYJ,63,16,0.0,27,20,False,True,England,London,,2021-10-10T13:30Z
5,CIN,GB,80,23,0.0,22,25,False,False,USA,Cincinnati,OH,2021-10-10T17:00Z
5,MIN,DET,,,,19,17,True,False,USA,Minneapolis,MN,2021-10-10T17:00Z
5,PIT,DEN,73,16,0.0,27,19,False,False,USA,Pittsburgh,PA,2021-10-10T17:00Z
5,TB,MIA,81,14,0.0,45,17,False,False,USA,Tampa,FL,2021-10-10T17:00Z
5,WSH,NO,68,29,0.0,22,33,False,False,USA,Landover,MD,2021-10-10T17:00Z
5,CAR,PHI,77,22,0.0,18,21,False,False,USA,Charlotte,NC,2021-10-10T17:00Z
5,JAX,TEN,77,20,0.0,19,37,False,False,USA,Jacksonville,FL,2021-10-10T17:00Z
5,HOU,NE,,,,22,25,True,False,USA,Houston,TX,2021-10-10T17:00Z
5,LV,CHI,,,,9,20,True,False,USA,Las Vegas,NV,2021-10-10T20:05Z
5,LAC,CLE,79,12,0.0,47,42,False,False,USA,Inglewood,CA,2021-10-10T20:05Z
5,DAL,NYG,,,,44,20,True,False,USA,Arlington,TX,2021-10-10T20:25Z
5,ARI,SF,,,,17,10,True,False,USA,Glendale,AZ,2021-10-10T20:25Z
5,KC,BUF,61,17,0.0,20,38,False,False,USA,Kansas City,MO,2021-10-11T00:20Z
5,BAL,IND,68,4,0.0,31,25,False,False,USA,Baltimore,MD,2021-10-12T00:15Z
6,PHI,TB,72,11,0.0,22,28,False,False,USA,Philadelphia,PA,2021-10-15T00:20Z
6,JAX,MIA,60,17,0.0,23,20,False,True,England,London,,2021-10-17T13:30Z
6,CHI,GB,62,16,0.0,14,24,False,False,USA,Chicago,IL,2021-10-17T17:00Z
6,DET,CIN,,,,11,34,True,False,USA,Detroit,MI,2021-10-17T17:00Z
6,IND,HOU,,,,31,3,True,False,USA,Indianapolis,IN,2021-10-17T17:00Z
6,NYG,LAR,63,26,0.0,11,38,False,False,USA,East Rutherford,NJ,2021-10-17T17:00Z
6,WSH,KC,61,34,0.0,13,31,False,False,USA,Landover,MD,2021-10-17T17:00Z
6,CAR,MIN,64,18,0.0,28,34,False,False,USA,Charlotte,NC,2021-10-17T17:00Z
6,BAL,LAC,61,27,0.0,34,6,False,False,USA,Baltimore,MD,2021-10-17T17:00Z
6,CLE,ARI,57,27,0.0,14,37,False,False,USA,Cleveland,OH,2021-10-17T20:05Z
6,DEN,LV,71,13,0.0,24,34,False,False,USA,Denver,CO,2021-10-17T20:25Z
6,NE,DAL,62,27,0.0,29,35,False,False,USA,Foxborough,MA,2021-10-17T20:25Z
6,PIT,SEA,52,17,0.0,23,20,False,False,USA,Pittsburgh,PA,2021-10-18T00:20Z
6,TEN,BUF,61,6,0.0,34,31,False,False,USA,Nashville,TN,2021-10-19T00:15Z
7,CLE,DEN,50,14,0.0,17,14,False,False,USA,Cleveland,OH,2021-10-22T00:20Z
7,GB,WSH,48,17,0.0,24,10,False,False,USA,Green Bay,WI,2021-10-24T17:00Z
7,TEN,KC,74,18,0.0,27,3,False,False,USA,Nashville,TN,2021-10-24T17:00Z
7,MIA,ATL,84,12,0.0,28,30,False,False,USA,Miami Gardens,FL,2021-10-24T17:00Z
7,NE,NYJ,55,16,0.0,54,13,False,False,USA,Foxborough,MA,2021-10-24T17:00Z
7,NYG,CAR,58,13,0.0,25,3,False,False,USA,East Rutherford,NJ,2021-10-24T17:00Z
7,BAL,CIN,60,15,0.0,17,41,False,False,USA,Baltimore,MD,2021-10-24T17:00Z
7,LV,PHI,,,,33,22,True,False,USA,Las Vegas,NV,2021-10-24T20:05Z
7,LAR,DET,69,10,0.0,28,19,False,False,USA,Inglewood,CA,2021-10-24T20:05Z
7,ARI,HOU,,,,31,5,True,False,USA,Glendale,AZ,2021-10-24T20:25Z
7,TB,CHI,83,14,0.01,38,3,False,False,USA,Tampa,FL,2021-10-24T20:25Z
7,SF,IND,60,14,0.0,18,30,False,False,USA,Santa Clara,CA,2021-10-25T00:20Z
7,SEA,NO,53,34,0.0,10,13,False,False,USA,Seattle,WA,2021-10-26T00:15Z
8,ARI,GB,,,,21,24,True,False,USA,Glendale,AZ,2021-10-29T00:20Z
8,ATL,CAR,,,,13,19,True,False,USA,Atlanta,GA,2021-10-31T17:00Z
8,BUF,MIA,52,28,0.0,26,11,False,False,USA,Orchard Park,NY,2021-10-31T17:00Z
8,CHI,SF,53,24,0.0,22,33,False,False,USA,Chicago,IL,2021-10-31T17:00Z
8,CLE,PIT,54,29,0.0,10,15,False,False,USA,Cleveland,OH,2021-10-31T17:00Z
8,DET,PHI,,,,6,44,True,False,USA,Detroit,MI,2021-10-31T17:00Z
8,IND,TEN,,,,31,34,True,False,USA,Indianapolis,IN,2021-10-31T17:00Z
8,NYJ,CIN,64,23,0.0,34,31,False,False,USA,East Rutherford,NJ,2021-10-31T17:00Z
8,HOU,LAR,,,,22,38,True,False,USA,Houston,TX,2021-10-31T17:00Z
8,LAC,NE,66,8,0.0,24,27,False,False,USA,Inglewood,CA,2021-10-31T20:05Z
8,SEA,JAX,54,12,0.0,31,7,False,False,USA,Seattle,WA,2021-10-31T20:05Z
8,DEN,WSH,43,11,0.0,17,10,False,False,USA,Denver,CO,2021-10-31T20:25Z
8,NO,TB,,,,36,27,True,False,USA,New Orleans,LA,2021-10-31T20:25Z
8,MIN,DAL,,,,16,20,True,False,USA,Minneapolis,MN,2021-11-01T00:20Z
8,KC,NYG,43,4,0.0,20,17,False,False,USA,Kansas City,MO,2021-11-02T00:15Z
9,IND,NYJ,,,,45,30,True,False,USA,Indianapolis,IN,2021-11-05T00:20Z
9,CIN,CLE,56,8,0.0,16,41,False,False,USA,Cincinnati,OH,2021-11-07T18:00Z
9,DAL,DEN,,,,16,30,True,False,USA,Arlington,TX,2021-11-07T18:00Z
9,MIA,HOU,70,25,0.0,17,9,False,False,USA,Miami Gardens,FL,2021-11-07T18:00Z
9,NO,ATL,,,,25,27,True,False,USA,New Orleans,LA,2021-11-07T18:00Z
9,NYG,LV,53,11,0.0,23,16,False,False,USA,East Rutherford,NJ,2021-11-07T18:00Z
9,CAR,NE,58,26,0.0,6,24,False,False,USA,Charlotte,NC,2021-11-07T18:00Z
9,JAX,BUF,61,28,0.0,9,6,False,False,USA,Jacksonville,FL,2021-11-07T18:00Z
9,BAL,MIN,54,16,0.0,34,31,False,False,USA,Baltimore,MD,2021-11-07T18:00Z
9,PHI,LAC,55,12,0.0,24,27,False,False,USA,Philadelphia,PA,2021-11-07T21:05Z
9,KC,GB,66,26,0.0,13,7,False,False,USA,Kansas City,MO,2021-11-07T21:25Z
9,SF,ARI,60,18,0.0,17,31,False,False,USA,Santa Clara,CA,2021-11-07T21:25Z
9,LAR,TEN,65,17,0.0,16,28,False,False,USA,Inglewood,CA,2021-11-08T01:20Z
9,PIT,CHI,53,12,0.0,29,27,False,False,USA,Pittsburgh,PA,2021-11-09T01:15Z
10,MIA,BAL,73,6,0.0,22,10,False,False,USA,Miami Gardens,FL,2021-11-12T01:20Z
10,DAL,ATL,,,,43,3,True,False,USA,Arlington,TX,2021-11-14T18:00Z
10,TEN,NO,53,22,0.0,23,21,False,False,USA,Nashville,TN,2021-11-14T18:00Z
10,IND,JAX,,,,23,17,True,False,USA,Indianapolis,IN,2021-11-14T18:00Z
10,NE,CLE,49,19,0.0,45,7,False,False,USA,Foxborough,MA,2021-11-14T18:00Z
10,NYJ,BUF,47,14,0.0,17,45,False,False,USA,East Rutherford,NJ,2021-11-14T18:00Z
10,PIT,DET,38,25,0.0,16,16,False,False,USA,Pittsburgh,PA,2021-11-14T18:00Z
10,WSH,TB,47,16,0.0,29,19,False,False,USA,Landover,MD,2021-11-14T18:00Z
10,ARI,CAR,,,,10,34,True,False,USA,Glendale,AZ,2021-11-14T21:05Z
10,LAC,MIN,87,11,0.0,20,27,False,False,USA,Inglewood,CA,2021-11-14T21:05Z
10,DEN,PHI,69,10,0.0,13,30,False,False,USA,Denver,CO,2021-11-14T21:25Z
10,GB,SEA,38,28,0.0,17,0,False,False,USA,Green Bay,WI,2021-11-14T21:25Z
10,LV,KC,,,,14,41,True,False,USA,Las Vegas,NV,2021-11-15T01:20Z
10,SF,LAR,64,17,0.0,31,10,False,False,USA,Santa Clara,CA,2021-11-16T01:15Z
11,ATL,NE,,,,0,25,True,False,USA,Atlanta,GA,2021-11-19T01:20Z
11,BUF,IND,50,20,0.0,15,41,False,False,USA,Orchard Park,NY,2021-11-21T18:00Z
11,CHI,BAL,47,18,0.0,13,16,False,False,USA,Chicago,IL,2021-11-21T18:00Z
11,CLE,DET,45,18,0.02,13,10,False,False,USA,Cleveland,OH,2021-11-21T18:00Z
11,TEN,HOU,53,15,0.13,13,22,False,False,USA,Nashville,TN,2021-11-21T18:00Z
11,MIN,GB,,,,34,31,True,False,USA,Minneapolis,MN,2021-11-21T18:00Z
11,NYJ,MIA,51,16,0.0,17,24,False,False,USA,East Rutherford,NJ,2021-11-21T18:00Z
11,PHI,NO,54,14,0.0,40,29,False,False,USA,Philadelphia,PA,2021-11-21T18:00Z
11,CAR,WSH,57,10,0.0,21,27,False,False,USA,Charlotte,NC,2021-11-21T18:00Z
11,JAX,SF,71,20,0.0,10,30,False,False,USA,Jacksonville,FL,2021-11-21T18:00Z
11,LV,CIN,,,,13,32,True,False,USA,Las Vegas,NV,2021-11-21T21:05Z
11,KC,DAL,54,25,0.0,19,9,False,False,USA,Kansas City,MO,2021-11-21T21:25Z
11,SEA,ARI,42,8,0.0,13,23,False,False,USA,Seattle,WA,2021-11-21T21:25Z
11,LAC,PIT,79,14,0.0,41,37,False,False,USA,Inglewood,CA,2021-11-22T01:20Z
