id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
4040715,Jalen Hurts,PHI,QB,7,0,0,366.7,62.2,50.0,ACTIVE,22.9,22.9,22.9,22.9,22.9,22.9,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9
3139477,Patrick Mahomes,KC,QB,8,0,0,362.6,25.6,50.0,QUESTIONABLE,22.7,22.7,22.7,22.7,22.7,22.7,22.7,,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7
3918298,Josh Allen,BUF,QB,7,0,0,362.4,16.6,50.0,ACTIVE,22.6,22.6,22.6,22.6,22.6,22.6,,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6
4242335,Jonathan Taylor,IND,RB,14,0,0,349.2,7.1,50.0,QUESTIONABLE,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,,21.8,21.8,21.8
3916387,Lamar Jackson,BAL,QB,10,0,0,339.8,42.0,50.0,QUESTIONABLE,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,,21.2,21.2,21.2,21.2,21.2,21.2,21.2
3117251,Christian McCaffrey,SF,RB,9,0,0,335.8,7.2,50.0,ACTIVE,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
4038941,Justin Herbert,LAC,QB,8,0,0,332.6,50.0,50.0,QUESTIONABLE,20.8,20.8,20.8,20.8,20.8,20.8,20.8,,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8
3917315,Kyler Murray,ARI,QB,13,0,0,328.7,84.4,50.0,QUESTIONABLE,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,,20.5,20.5,20.5,20.5
2977187,Cooper Kupp,LAR,WR,7,0,0,315.5,5.5,50.0,QUESTIONABLE,19.7,19.7,19.7,19.7,19.7,19.7,,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7
8439,Aaron Rodgers,GB,QB,14,0,0,314.6,138.9,50.0,ACTIVE,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,,19.7,19.7,19.7
