id,name,team,position,bye_week,drafted,locked,fantasy_points,average_draft_position,player_rating,injury_status,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
3117251,Christian McCaffrey,SF,RB,9,0,0,391.3,2.1,100.0,ACTIVE,25.9,22.5,22.9,48.7,13.8,14.2,22.6,29.8,,20.2,21.3,30.9,22.3,16.3,41.7,25.1,13.1
3918298,Josh Allen,BUF,QB,13,0,0,369.6,32.8,100.0,ACTIVE,9.0,23.7,21.3,36.5,27.8,13.9,24.3,29.1,24.7,14.4,22.5,39.7,,20.5,16.2,25.0,21.2
4241389,CeeDee Lamb,DAL,WR,7,0,0,367.7,20.5,100.0,ACTIVE,11.7,25.3,10.2,14.8,8.9,18.7,,41.0,28.1,39.5,16.5,17.3,32.6,19.1,18.6,25.2,40.2
4040715,Jalen Hurts,PHI,QB,10,0,0,356.2,21.2,99.1,ACTIVE,12.5,25.2,19.9,24.2,27.3,19.9,23.3,27.4,25.9,,18.9,34.5,23.9,8.9,21.9,23.4,19.2
3116406,Tyreek Hill,MIA,WR,10,0,0,355.2,2.9,99.6,ACTIVE,44.5,15.0,30.7,10.2,32.1,28.3,25.8,25.2,12.5,,30.6,25.4,32.3,10.1,,18.9,13.6
3916387,Lamar Jackson,BAL,QB,13,0,0,331.2,29.7,98.1,ACTIVE,6.6,22.9,28.2,28.1,9.9,17.1,33.9,12.0,11.5,13.0,24.0,15.0,,31.6,18.5,22.6,36.3
2577417,Dak Prescott,DAL,QB,7,0,0,317.7,102.3,97.2,ACTIVE,6.3,19.6,14.4,14.3,4.3,24.9,,28.1,28.4,37.9,16.2,32.2,28.3,17.9,6.1,18.6,20.3
4374302,Amon-Ra St. Brown,DET,WR,9,0,0,303.5,18.7,99.3,ACTIVE,19.1,14.2,19.6,16.6,,30.4,23.2,16.8,,30.5,21.7,18.5,12.9,5.1,24.2,28.6,22.1
4036378,Jordan Love,GB,QB,6,0,0,300.5,166.3,96.3,ACTIVE,23.0,20.3,24.3,17.6,5.0,,15.3,14.6,13.8,16.7,20.9,26.6,23.7,8.9,17.5,24.0,28.4
4361741,Brock Purdy,SF,QB,9,0,0,295.6,139.8,95.4,ACTIVE,16.8,14.7,20.3,21.3,26.1,7.7,12.8,18.3,,23.8,26.7,10.5,29.5,21.4,25.7,2.4,17.6
4047646,A.J. Brown,PHI,WR,10,0,0,289.7,10.6,98.9,QUESTIONABLE,14.9,6.9,22.1,38.5,18.7,20.1,29.7,33.0,19.6,,1.8,14.7,19.4,16.4,10.6,14.0,9.3
4426515,Puka Nacua,LAR,WR,10,0,0,284.4,44.0,98.6,ACTIVE,21.9,30.1,12.2,31.3,20.1,6.6,23.4,7.3,6.2,,18.7,6.7,23.9,14.0,10.3,33.0,18.7
3139477,Patrick Mahomes,KC,QB,10,0,0,280.2,21.6,94.4,ACTIVE,19.5,21.2,25.7,13.2,19.2,17.3,33.9,5.6,15.8,,16.9,20.8,13.0,13.6,15.7,16.7,12.0
16737,Mike Evans,TB,WR,5,0,0,277.3,33.5,97.9,ACTIVE,18.6,29.1,17.0,7.0,,8.9,20.2,12.9,12.7,26.3,15.3,25.0,29.2,1.8,15.7,27.6,10.0
3915416,DJ Moore,CHI,WR,13,0,0,276.1,56.7,97.5,ACTIVE,4.5,16.4,13.1,27.1,49.0,10.1,13.4,9.5,5.4,10.9,22.6,22.4,,26.8,9.2,4.8,30.9
4239996,Travis Etienne Jr.,JAX,RB,9,0,0,268.7,14.0,99.4,ACTIVE,21.4,6.2,17.8,10.2,36.4,23.3,22.7,25.9,,6.4,8.9,12.6,17.9,17.2,9.9,6.1,25.8
3046779,Jared Goff,DET,QB,9,0,0,268.3,159.8,93.5,ACTIVE,14.0,22.9,18.0,11.4,27.4,22.4,9.4,12.7,,21.1,13.7,18.2,16.3,4.4,31.1,14.3,10.8
15818,Keenan Allen,CHI,WR,13,0,0,268.1,17.4,98.2,ACTIVE,14.2,31.1,45.5,12.2,,21.5,9.5,14.9,15.7,40.5,27.6,22.6,,12.8,,,
3052587,Baker Mayfield,TB,QB,5,0,0,267.9,166.1,92.6,ACTIVE,16.0,18.4,10.0,22.9,,6.8,16.2,21.4,19.0,18.3,10.3,13.4,9.9,20.1,29.0,19.8,16.3
2576414,Raheem Mostert,MIA,RB,10,0,0,267.7,83.9,98.9,ACTIVE,13.0,25.7,45.2,5.5,15.8,34.2,6.1,10.6,14.5,,10.3,21.4,12.1,23.0,18.3,12.0,
4241479,Tua Tagovailoa,MIA,QB,10,0,0,262.7,84.9,91.7,ACTIVE,27.1,12.3,28.4,14.0,16.9,22.5,10.3,21.8,12.4,,17.6,7.8,19.2,9.1,13.0,15.5,14.9
4427366,Breece Hall,NYJ,RB,7,0,0,261.5,57.1,98.3,ACTIVE,15.7,0.9,3.7,9.9,28.4,20.3,,21.3,10.0,10.5,18.3,11.9,10.5,26.6,2.8,43.1,27.6
2976212,Stefon Diggs,BUF,WR,13,0,0,258.1,11.5,97.2,ACTIVE,26.2,13.6,19.1,36.0,24.1,20.0,17.8,16.0,22.6,6.4,6.7,19.4,,6.4,8.8,7.9,7.1
4362628,Ja'Marr Chase,CIN,WR,7,0,0,256.8,11.2,96.8,ACTIVE,9.1,8.1,26.1,14.3,52.2,14.0,,25.2,8.1,23.4,9.2,12.1,31.6,5.9,10.4,,7.1
4432577,C.J. Stroud,HOU,QB,7,0,0,255.5,82.6,89.8,ACTIVE,10.7,21.5,20.6,21.8,14.2,14.2,,12.9,41.8,19.0,15.3,30.9,16.1,3.6,,,12.9
4430737,Kyren Williams,LAR,RB,10,0,0,255.0,109.2,97.8,QUESTIONABLE,17.4,28.0,8.5,27.7,7.7,21.8,,,,,,38.4,20.2,14.3,24.5,16.4,30.1
4697815,Rachaad White,TB,RB,5,0,0,254.6,95.3,97.2,ACTIVE,6.9,21.3,7.2,10.8,,6.8,15.9,17.9,27.9,17.8,17.8,13.0,19.6,21.5,21.9,19.7,8.6
14881,Russell Wilson,PIT,QB,6,0,0,250.0,156.1,90.7,ACTIVE,15.2,25.9,14.2,22.2,18.7,,13.9,17.6,,18.7,14.5,16.8,15.8,15.5,17.5,23.5,
16800,Davante Adams,LV,WR,13,0,0,249.8,27.2,96.5,ACTIVE,12.6,20.4,42.2,15.5,8.5,4.9,12.7,2.1,7.4,14.6,21.2,12.3,,12.3,24.1,1.4,37.6
4360310,Trevor Lawrence,JAX,QB,9,0,0,246.3,128.4,88.0,ACTIVE,17.7,9.2,14.4,16.5,15.7,14.7,18.1,14.7,,2.1,32.2,24.6,25.1,17.4,14.7,9.3,
4360438,Brandon Aiyuk,SF,WR,9,0,0,243.7,57.8,96.1,ACTIVE,32.9,7.3,,20.8,9.8,11.6,10.7,15.9,,14.5,26.6,13.0,15.6,16.6,6.7,17.3,24.4
