week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,33.3,10.8,45.5,27.1,10.0,106.2,33.0
2,22.5,6.7,31.2,2.7,0.0,100.4,21.0
3,3.9,7.5,6.6,2.1,7.0,114.2,6.0
4,10.1,11.4,37.3,5.8,1.0,76.0,7.0
5,42.8,34.6,58.7,16.8,11.0,136.7,47.0
6,25.8,17.5,63.5,12.9,15.0,64.0,37.0
7,13.8,28.4,18.9,10.2,2.0,95.8,14.0
8,14.6,22.8,28.3,21.3,3.0,73.5,15.0
9,7.6,35.8,27.4,13.0,4.0,119.8,16.0
10,27.1,38.5,46.7,19.7,9.0,59.5,45.0
11,0.0,26.4,5.8,13.3,5.0,79.0,10.0
12,11.4,9.5,24.5,16.5,13.0,77.6,16.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,16.5,18.3,30.1,30.7,15.0,95.6,22.0
15,10.4,18.0,30.8,13.5,12.0,73.5,16.0
16,20.0,22.3,47.2,4.7,6.0,92.0,24.0
17,6.8,29.9,29.3,8.2,17.0,75.2,26.0
