week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,33.6,19.9,65.6,5.4,7.0,69.1,38.0
2,23.3,21.0,64.1,1.3,6.0,127.8,30.0
3,7.8,27.1,21.3,5.4,10.0,99.4,16.0
4,17.7,18.8,54.9,1.8,9.0,110.5,27.0
5,21.7,25.9,31.6,19.8,0.0,100.2,19.0
6,28.7,15.2,66.1,14.6,13.0,98.6,31.0
7,11.4,13.4,33.3,14.9,3.0,114.6,3.0
8,18.3,27.6,43.5,10.2,7.0,119.5,31.0
9,13.1,19.4,45.0,10.1,12.0,77.1,16.0
10,25.2,21.6,36.3,13.8,0.0,84.4,21.0
11,19.1,10.4,15.4,4.7,11.0,94.1,22.0
12,21.5,26.2,42.9,12.4,20.0,60.4,36.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1.0,4.7,35.9,6.1,0.0,96.2,0.0
15,11.9,4.6,19.3,10.4,14.0,76.6,19.0
16,13.2,28.1,46.0,4.1,6.0,91.3,17.0
17,4.3,12.7,17.3,15.8,2.0,106.6,3.0
