week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,16.6,27.5,28.2,1.9,6.0,104.8,17.0
2,2.3,18.2,30.3,4.8,5.0,101.1,6.0
3,22.7,28.0,22.9,0.0,0.0,89.7,28.0
4,11.1,25.4,23.0,4.9,14.0,98.7,19.0
5,24.7,11.9,42.6,16.0,3.0,100.9,22.0
6,26.8,28.2,61.5,20.0,12.0,94.1,35.0
7,10.1,29.5,35.5,2.5,0.0,182.7,13.0
8,13.8,33.4,35.8,4.5,7.0,97.6,24.0
9,1.8,26.2,8.8,3.5,7.0,82.9,6.0
10,8.2,22.7,9.2,18.4,1.0,153.0,7.0
11,2.1,13.4,19.3,7.4,0.0,114.4,0.0
12,8.1,28.5,18.3,5.5,0.0,135.0,13.0
13,11.7,10.7,27.4,3.4,3.0,50.9,10.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,6.0,30.8,11.8,1.0,9.0,102.0,27.0
16,31.0,24.1,57.2,9.1,9.0,71.7,33.0
17,7.3,19.2,27.8,1.7,4.0,159.7,10.0
