week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,20.5,25.9,36.6,22.5,9.0,81.4,27.0
2,20.0,29.6,45.7,18.4,2.0,111.2,30.0
3,15.6,27.2,27.9,15.2,6.0,91.2,17.0
4,30.8,18.0,31.0,11.3,0.0,125.6,21.0
5,20.7,39.5,46.4,13.9,14.0,92.5,44.0
6,25.2,28.9,62.9,8.6,8.0,75.9,38.0
7,5.1,9.6,17.7,3.2,4.0,113.0,3.0
8,14.0,27.8,43.7,4.7,8.0,91.9,20.0
9,10.9,39.1,20.9,16.2,9.0,75.3,16.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,19.5,24.4,46.2,19.8,13.0,53.8,30.0
12,6.9,26.8,16.2,1.0,1.0,71.3,7.0
13,17.9,9.2,50.5,13.4,9.0,66.2,20.0
14,24.9,26.4,47.4,14.2,13.0,80.6,37.0
15,10.6,27.9,21.6,24.8,10.0,62.8,21.0
16,16.7,25.1,29.8,4.8,9.0,58.3,34.0
17,10.3,21.0,30.7,6.9,10.0,32.2,29.0
