week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,27.1,35.2,43.4,26.5,11.0,99.3,33.0
2,24.0,12.9,44.3,29.0,5.0,107.6,35.0
3,9.1,38.4,17.7,3.0,2.0,97.8,17.0
4,9.3,17.6,16.9,18.7,1.0,116.3,7.0
5,22.6,40.1,41.6,13.3,6.0,156.5,25.0
6,11.0,13.5,19.0,16.4,9.0,99.3,6.0
7,26.6,26.4,55.2,24.1,13.0,93.5,41.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,21.6,27.1,28.6,11.0,7.0,144.6,31.0
10,19.0,9.2,37.1,9.7,10.0,82.9,22.0
11,19.5,7.7,47.5,6.7,0.0,91.0,13.0
12,12.3,7.9,21.9,20.5,4.0,86.9,10.0
13,19.3,17.0,39.6,10.6,9.0,91.2,20.0
14,15.0,18.5,29.1,14.0,6.0,114.5,24.0
15,23.8,25.5,42.0,14.8,7.0,112.4,31.0
16,38.1,34.2,80.4,13.1,10.0,101.5,41.0
17,14.3,18.9,50.5,12.9,1.0,87.1,20.0
