week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,14.2,17.0,33.0,4.9,0.0,148.5,13.0
2,25.3,20.6,54.5,3.5,12.0,141.9,33.0
3,7.5,30.0,34.9,8.7,0.0,134.6,19.0
4,19.3,16.6,52.3,9.5,10.0,143.3,20.0
5,14.6,15.4,25.2,5.9,0.0,91.6,10.0
6,12.4,17.7,28.9,3.0,2.0,148.7,14.0
7,3.4,13.1,16.6,7.4,5.0,126.8,5.0
8,15.7,31.8,29.5,11.9,6.0,83.8,24.0
9,19.3,20.6,31.5,20.1,5.0,125.6,17.0
10,17.0,43.9,25.9,1.3,22.0,51.7,34.0
11,8.5,15.6,22.6,10.9,7.0,130.4,13.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,11.8,31.8,31.5,16.2,2.0,94.1,22.0
14,23.5,7.9,65.8,4.9,14.0,120.9,30.0
15,20.6,22.3,46.3,2.6,14.0,100.3,30.0
16,17.4,13.6,43.3,7.8,8.0,94.6,22.0
17,23.0,12.8,50.2,11.4,1.0,121.9,22.0
