week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,19.1,16.4,49.2,22.6,0.0,92.7,21.0
2,17.5,42.2,7.0,21.7,7.0,67.1,31.0
3,25.3,19.3,34.6,10.7,6.0,44.7,24.0
4,27.3,23.6,35.1,20.7,16.0,20.3,40.0
5,11.5,19.2,24.5,24.7,17.0,102.2,25.0
6,17.0,33.2,31.6,9.8,8.0,56.5,31.0
7,21.4,23.8,46.6,17.0,7.0,51.5,31.0
8,24.4,31.0,64.6,5.5,8.0,105.5,38.0
9,8.5,19.1,29.6,16.2,6.0,81.1,17.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,9.2,21.2,46.1,13.6,1.0,72.6,13.0
12,10.1,23.0,21.9,5.0,6.0,75.7,21.0
13,11.1,40.8,31.2,4.9,6.0,29.4,31.0
14,21.2,32.5,38.4,16.6,7.0,109.8,33.0
15,10.5,19.4,26.1,12.1,10.0,101.8,16.0
16,16.9,37.3,31.7,17.0,12.0,119.6,29.0
17,19.1,25.5,37.3,4.5,11.0,55.3,23.0
