week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,18.6,28.9,44.4,5.5,11.0,126.5,27.0
2,33.1,15.1,62.7,18.0,13.0,122.9,34.0
3,16.6,24.8,34.6,15.3,6.0,131.8,17.0
4,9.3,31.3,10.3,7.1,9.0,69.6,14.0
5,6.1,30.9,26.8,4.2,12.0,108.5,17.0
6,15.1,13.5,35.8,7.1,9.0,156.0,28.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17.2,15.0,63.9,3.1,7.0,84.9,20.0
9,55.1,28.8,39.6,11.1,10.0,101.3,34.0
10,12.0,22.5,30.3,4.7,9.0,125.1,20.0
11,33.5,16.8,62.7,13.5,8.0,128.7,31.0
12,11.2,35.2,45.2,4.4,10.0,102.3,34.0
13,19.9,13.9,42.9,25.7,13.0,126.6,29.0
14,24.8,25.4,58.5,11.2,1.0,113.4,28.0
15,16.9,17.7,22.5,24.3,2.0,73.4,9.0
16,6.7,22.2,42.6,9.1,12.0,107.7,30.0
17,22.0,39.7,55.7,6.0,13.0,66.8,37.0
