week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,18.3,31.8,34.2,5.1,4.0,115.6,16.0
2,14.6,53.6,31.9,12.7,14.0,115.7,33.0
3,25.1,23.3,48.4,20.0,13.0,97.3,30.0
4,29.0,17.0,48.1,17.1,0.0,84.4,21.0
5,16.5,28.4,49.8,9.4,9.0,89.8,26.0
6,10.9,26.2,28.0,21.9,13.0,92.4,23.0
7,16.9,39.6,8.7,6.4,0.0,65.4,13.0
8,12.6,20.9,29.9,16.1,1.0,105.2,7.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10.5,40.1,26.6,7.3,4.0,49.0,17.0
11,22.9,23.9,40.8,28.8,5.0,64.6,23.0
12,11.2,46.2,23.4,8.6,3.0,84.0,17.0
13,16.0,21.5,13.9,39.6,7.0,106.3,23.0
14,18.0,23.2,38.6,20.0,10.0,119.7,13.0
15,15.5,18.2,49.9,1.9,10.0,60.8,20.0
16,16.8,35.8,21.3,19.9,5.0,93.3,25.0
17,15.9,21.6,53.1,0.0,2.0,153.5,29.0
