week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,27.4,14.2,75.3,15.5,10.0,107.4,29.0
2,16.3,37.5,34.9,15.8,5.0,141.4,25.0
3,29.5,11.5,59.3,15.0,16.0,137.5,34.0
4,16.9,15.7,38.5,23.6,4.0,89.4,17.0
5,15.0,37.9,18.3,16.1,5.0,151.0,17.0
6,25.0,9.7,14.5,0.0,1.0,101.5,22.0
7,1.2,21.5,15.1,14.3,3.0,141.4,3.0
8,20.8,23.8,33.2,8.4,0.0,124.6,36.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,15.7,30.4,33.6,11.5,15.0,88.1,29.0
11,7.7,14.6,20.5,7.0,4.0,135.9,10.0
12,20.3,23.6,36.5,26.1,8.0,119.8,31.0
13,12.1,33.2,33.6,8.8,5.0,148.2,17.0
14,35.2,16.1,50.1,19.0,9.0,136.5,27.0
15,9.5,8.9,20.9,2.5,10.0,70.8,9.0
16,13.3,4.8,34.5,5.6,6.0,99.4,6.0
17,13.4,29.4,33.5,5.6,8.0,125.0,24.0
