week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,12.0,5.9,36.8,7.1,12.0,102.8,23.0
2,6.1,21.8,25.2,8.9,0.0,113.6,0.0
3,21.4,23.7,15.1,12.2,5.0,164.5,21.0
4,0.0,9.0,9.7,1.6,0.0,143.7,0.0
5,19.0,14.6,42.4,19.1,10.0,130.2,20.0
6,12.9,35.6,32.4,5.6,11.0,137.6,34.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15.2,15.1,23.4,11.6,4.0,123.1,11.0
9,6.4,7.8,17.9,11.9,10.0,85.2,9.0
10,7.9,32.3,38.4,3.1,2.0,146.4,17.0
11,10.9,57.7,9.8,7.8,11.0,82.3,41.0
12,8.8,4.7,30.6,8.1,0.0,124.7,6.0
13,0.5,31.4,0.9,2.1,7.0,61.2,14.0
14,30.1,24.0,59.1,14.3,9.0,129.4,33.0
15,23.3,20.6,25.7,3.3,0.0,110.3,14.0
16,5.1,34.6,21.6,7.4,3.0,137.4,21.0
17,6.6,21.8,15.3,15.0,7.0,86.1,15.0
