week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,19.1,34.0,33.7,2.7,0.0,82.6,19.0
2,7.4,32.2,17.5,13.0,15.0,65.6,25.0
3,11.8,29.0,28.0,5.1,16.0,45.7,26.0
4,18.8,42.2,24.4,12.1,11.0,106.2,24.0
5,21.6,30.5,16.5,44.9,11.0,73.3,27.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,25.0,67.4,45.3,18.0,14.0,77.6,54.0
8,20.3,28.7,46.5,7.3,7.0,152.1,31.0
9,24.3,54.8,33.2,14.6,9.0,118.0,45.0
10,20.9,38.6,64.2,2.7,9.0,83.7,45.0
11,17.5,22.3,40.3,20.6,5.0,96.9,24.0
12,15.3,15.9,24.2,11.3,1.0,76.0,14.0
13,18.8,36.9,14.2,28.5,17.0,85.6,33.0
14,26.3,28.4,13.2,9.9,12.0,67.1,30.0
15,13.9,31.1,26.9,10.7,7.0,74.0,31.0
16,12.9,16.5,39.7,12.9,11.0,89.8,21.0
17,26.4,10.2,51.4,27.0,8.0,89.9,28.0
