week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,29.8,38.9,27.1,21.9,0.0,49.4,38.0
2,18.4,19.9,28.3,20.6,7.0,124.6,17.0
3,20.8,26.5,31.3,17.1,4.0,120.5,28.0
4,9.3,21.1,40.7,6.9,7.0,109.8,17.0
5,18.3,32.3,44.5,6.5,0.0,125.5,22.0
6,13.3,19.2,27.0,8.9,2.0,100.7,14.0
7,20.2,17.4,39.5,11.1,15.0,114.3,10.0
8,9.1,30.1,32.4,8.2,3.0,102.9,21.0
9,10.4,19.2,13.5,17.8,9.0,71.8,13.0
10,5.6,11.4,10.5,18.5,0.0,102.5,0.0
11,25.2,23.0,64.0,6.5,10.0,134.5,34.0
12,22.0,20.8,56.0,1.3,8.0,128.2,28.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,18.4,17.1,40.0,7.6,14.0,156.7,30.0
15,35.9,9.5,23.4,35.6,6.0,113.1,30.0
16,10.0,37.6,31.7,12.7,0.0,110.2,22.0
17,13.2,10.7,27.2,9.7,6.0,143.4,10.0
