week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,21.4,7.6,47.6,2.8,1.0,121.5,13.0
2,6.8,10.1,28.1,13.5,0.0,125.5,13.0
3,2.6,8.2,26.2,4.7,0.0,106.9,0.0
4,19.4,13.7,46.5,11.7,13.0,63.5,23.0
5,16.0,24.2,40.9,8.0,11.0,101.9,27.0
6,21.5,37.8,16.9,13.0,11.0,121.0,34.0
7,12.7,40.1,13.5,12.5,10.0,76.3,17.0
8,11.8,37.4,32.3,4.6,27.0,92.1,10.0
9,18.9,17.9,35.1,9.4,0.0,119.9,16.0
10,18.6,23.2,31.3,7.4,14.0,76.2,30.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,19.7,25.9,32.2,15.8,0.0,91.4,13.0
13,12.6,22.5,12.9,5.7,13.0,89.4,22.0
14,11.6,12.4,38.3,8.8,4.0,118.5,10.0
15,12.8,13.3,26.2,6.0,13.0,76.3,15.0
16,8.5,22.5,32.4,10.7,6.0,62.2,17.0
17,17.7,29.5,43.4,7.0,10.0,81.7,34.0
