week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,24.3,15.9,52.2,11.8,19.0,82.6,34.0
2,10.3,10.5,43.7,2.4,7.0,81.5,17.0
3,16.9,40.1,10.3,9.9,19.0,29.1,26.0
4,16.8,15.5,62.3,8.2,2.0,89.1,14.0
5,7.2,19.2,25.2,8.5,3.0,80.0,9.0
6,23.7,26.9,27.0,8.1,6.0,73.4,24.0
7,25.0,26.5,61.4,3.5,7.0,55.1,38.0
8,27.3,27.1,42.5,1.7,0.0,86.4,33.0
9,16.2,19.9,25.7,22.4,16.0,106.3,29.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,10.8,25.5,21.4,15.3,11.0,92.4,16.0
12,12.8,18.3,26.9,12.5,2.0,99.2,14.0
13,30.8,21.6,17.0,4.7,9.0,95.3,33.0
14,29.6,28.6,60.0,16.5,9.0,100.1,45.0
15,10.5,15.7,27.5,1.7,5.0,93.4,17.0
16,16.5,27.3,23.7,16.8,5.0,100.8,24.0
17,0.0,16.8,2.2,2.2,3.0,99.9,3.0
