week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,27.2,14.1,28.9,30.2,7.0,146.4,31.0
2,14.7,27.2,47.7,8.7,14.0,100.0,17.0
3,20.5,17.4,31.2,8.6,3.0,127.3,21.0
4,31.5,10.3,51.3,4.5,3.0,123.8,28.0
5,12.9,22.1,34.6,11.9,11.0,143.5,20.0
6,14.8,34.2,29.7,12.4,3.0,161.5,29.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,13.2,13.1,28.5,14.1,12.0,110.2,16.0
9,21.9,28.6,40.3,8.1,12.0,81.3,30.0
10,0.7,7.2,7.6,10.0,3.0,143.8,3.0
11,7.5,19.2,30.9,22.4,8.0,76.4,19.0
12,27.4,24.2,54.3,6.6,21.0,133.9,36.0
13,20.7,3.6,45.6,13.4,5.0,112.9,17.0
14,8.9,19.4,26.5,4.7,0.0,108.7,20.0
15,3.3,19.6,18.7,9.2,7.0,107.9,6.0
16,11.4,22.8,22.1,13.1,2.0,183.7,14.0
17,22.9,22.2,47.7,11.1,15.0,98.5,25.0
