week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,2.0,9.2,29.5,5.7,3.0,131.7,3.0
2,18.9,25.7,46.8,1.7,3.0,43.3,26.0
3,11.6,11.4,43.7,10.0,8.0,92.6,13.0
4,26.8,31.8,48.2,11.8,7.0,91.1,27.0
5,9.9,24.2,32.6,9.1,5.0,115.0,22.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,11.9,7.7,29.5,5.3,4.0,81.6,10.0
8,25.2,20.9,68.4,7.1,3.0,98.2,27.0
9,28.8,22.4,36.4,12.8,9.0,103.5,27.0
10,18.6,11.6,23.2,15.0,11.0,100.9,23.0
11,30.8,17.5,14.3,11.2,19.0,100.9,40.0
12,26.7,19.3,42.5,18.2,7.0,56.2,31.0
13,11.2,22.1,45.3,9.3,11.0,90.3,27.0
14,11.4,12.5,26.4,4.8,10.0,97.8,9.0
15,4.8,24.7,25.2,9.1,0.0,64.7,0.0
16,10.0,10.1,30.2,11.3,8.0,46.2,20.0
17,2.5,25.0,12.5,6.3,3.0,97.0,10.0
