week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,28.8,29.6,41.3,14.2,7.0,62.4,32.0
2,29.6,19.8,42.2,24.8,6.0,111.5,48.0
3,16.5,22.4,34.3,4.0,6.0,96.9,14.0
4,27.9,34.8,51.4,3.9,0.0,117.6,34.0
5,8.0,27.3,29.6,1.4,7.0,130.5,20.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,26.5,27.6,34.1,34.5,3.0,116.0,28.0
8,11.8,23.7,10.7,6.8,17.0,65.6,19.0
9,17.7,31.8,44.3,8.7,0.0,111.4,25.0
10,26.4,40.1,49.4,5.9,0.0,28.5,43.0
11,10.4,19.6,35.2,7.2,16.0,47.2,25.0
12,17.0,14.1,36.0,11.9,6.0,86.6,14.0
13,28.6,25.4,50.1,29.1,6.0,96.7,30.0
14,18.3,14.6,44.3,4.3,3.0,97.4,21.0
15,13.8,28.7,35.3,15.3,7.0,75.1,31.0
16,9.5,18.4,43.0,9.3,10.0,78.8,16.0
17,20.9,26.9,25.3,0.0,3.0,70.7,29.0
