week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,12.2,26.8,30.3,11.3,2.0,131.2,14.0
2,17.6,11.1,37.1,16.2,12.0,107.0,24.0
3,28.7,27.6,51.6,24.6,5.0,131.3,24.0
4,22.6,38.5,36.6,29.6,15.0,107.7,37.0
5,18.6,17.9,43.3,6.0,4.0,119.1,17.0
6,4.1,19.5,38.1,9.2,3.0,150.6,11.0
7,11.0,34.1,24.2,10.8,15.0,129.8,19.0
8,20.4,21.6,39.1,23.4,1.0,140.5,22.0
9,14.0,9.4,19.1,14.6,4.0,107.6,28.0
10,15.4,13.5,37.2,16.0,9.0,80.4,31.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,26.3,22.3,49.9,5.7,12.0,109.1,36.0
13,7.0,10.3,24.3,3.3,1.0,142.6,7.0
14,17.4,33.5,43.8,9.2,16.0,121.1,23.0
15,4.2,20.6,14.7,11.3,4.0,105.5,10.0
16,16.3,22.6,44.4,8.4,12.0,102.6,23.0
17,11.3,11.8,20.9,16.1,15.0,109.6,19.0
