week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,23.6,13.4,39.0,10.7,0.0,107.3,37.0
2,21.2,17.3,41.6,21.4,13.0,66.5,23.0
3,18.5,32.8,41.1,20.2,6.0,81.1,31.0
4,22.3,16.9,41.8,26.5,5.0,80.5,24.0
5,14.0,36.5,21.0,14.7,7.0,100.0,37.0
6,22.4,19.6,42.5,32.2,7.0,112.0,20.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22.6,13.9,48.5,1.2,7.0,84.5,31.0
9,9.6,17.3,39.3,3.0,7.0,68.0,6.0
10,7.1,29.5,19.1,10.2,11.0,80.4,23.0
11,16.0,15.0,39.3,13.4,14.0,50.5,30.0
12,10.2,38.2,23.9,6.3,3.0,88.0,21.0
13,24.0,21.9,58.3,11.4,15.0,45.9,37.0
14,16.5,17.1,19.2,16.4,8.0,53.7,20.0
15,14.6,10.2,42.1,6.9,16.0,82.1,30.0
16,23.2,24.2,19.5,5.9,9.0,95.0,26.0
17,24.9,44.9,57.7,10.2,9.0,60.0,50.0
