week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,28.9,49.4,30.3,25.7,14.0,124.3,33.0
2,21.8,14.1,19.8,4.4,3.0,89.3,11.0
3,19.0,22.2,51.3,3.0,16.0,99.7,30.0
4,22.6,20.4,33.9,2.5,4.0,115.2,28.0
5,13.7,15.1,47.7,4.1,4.0,66.1,17.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,20.3,20.6,28.4,11.5,7.0,66.4,30.0
8,25.3,9.2,22.7,18.2,11.0,104.6,22.0
9,16.3,50.5,33.1,6.7,7.0,96.5,31.0
10,9.8,13.2,37.2,12.2,7.0,108.1,10.0
11,8.6,11.8,25.1,0.0,4.0,109.7,10.0
12,15.5,36.3,38.0,4.5,2.0,111.0,26.0
13,16.7,26.2,49.0,3.4,3.0,107.0,30.0
14,22.2,16.1,52.0,12.0,11.0,119.4,23.0
15,13.4,8.1,30.4,15.2,8.0,110.1,13.0
16,14.6,15.1,40.3,6.3,9.0,103.4,20.0
17,8.9,16.4,26.2,3.8,0.0,107.4,7.0
