week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,12.6,39.2,32.4,19.0,3.0,126.7,29.0
2,32.3,24.0,31.7,12.6,7.0,118.2,36.0
3,30.8,26.1,52.5,7.6,3.0,110.0,30.0
4,28.2,28.6,37.1,16.6,12.0,142.9,30.0
5,36.5,15.5,33.4,21.8,8.0,105.1,38.0
6,9.3,24.7,13.4,17.5,0.0,142.5,13.0
7,19.4,22.2,33.6,14.4,11.0,78.0,27.0
8,16.1,20.1,26.1,19.7,5.0,104.2,17.0
9,11.9,18.3,31.1,4.5,0.0,79.9,7.0
10,18.2,16.5,41.4,6.4,2.0,174.0,14.0
11,2.6,21.8,23.5,12.5,10.0,104.0,9.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,12.0,36.2,18.8,12.4,4.0,79.7,9.0
14,10.5,17.5,41.5,4.3,3.0,146.5,9.0
15,23.0,29.6,39.8,9.8,4.0,141.0,28.0
16,9.5,19.6,34.3,8.8,3.0,118.8,10.0
17,34.8,18.0,78.4,7.2,11.0,116.8,34.0
