week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,7.8,24.4,29.7,7.3,11.0,85.3,20.0
2,22.1,8.5,26.5,11.2,6.0,71.3,17.0
3,13.8,24.5,40.8,1.3,0.0,108.4,26.0
4,18.9,34.1,32.0,3.9,17.0,88.4,25.0
5,17.9,24.8,30.3,15.4,9.0,92.7,21.0
6,23.6,32.6,25.1,4.7,0.0,88.9,34.0
7,11.3,14.8,40.4,12.2,18.0,113.1,22.0
8,19.4,21.1,15.2,8.1,9.0,127.6,20.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,7.8,21.1,22.8,5.3,0.0,75.7,7.0
11,12.1,24.3,25.9,2.8,5.0,71.7,9.0
12,27.1,16.2,45.3,18.5,6.0,94.5,24.0
13,9.5,39.8,19.0,18.4,6.0,79.9,24.0
14,12.2,26.1,13.3,2.8,20.0,93.0,22.0
15,1.3,9.8,6.7,8.8,0.0,121.4,0.0
16,3.7,27.6,19.8,1.5,4.0,108.5,18.0
17,23.2,19.1,31.4,8.0,0.0,66.6,12.0
