week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,38.8,24.7,56.4,22.7,12.0,116.2,41.0
2,4.8,31.4,23.3,17.8,5.0,122.4,17.0
3,12.7,56.3,28.4,7.3,8.0,110.8,38.0
4,27.3,25.1,51.6,10.9,12.0,88.5,37.0
5,30.0,16.0,60.2,12.5,18.0,45.2,44.0
6,9.3,19.0,19.7,15.7,0.0,63.6,17.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,11.8,17.5,42.4,6.8,10.0,98.7,16.0
9,8.5,18.5,27.3,9.9,7.0,117.6,6.0
10,14.7,20.0,37.6,2.8,9.0,95.8,19.0
11,4.4,8.9,17.0,6.3,11.0,90.4,16.0
12,12.8,16.6,25.5,5.1,5.0,79.2,10.0
13,19.2,23.7,32.1,16.3,24.0,68.7,32.0
14,21.5,31.8,29.6,5.3,9.0,95.4,27.0
15,5.5,21.3,25.9,9.9,0.0,92.2,0.0
16,23.7,20.0,53.5,20.9,10.0,77.3,28.0
17,31.5,6.8,47.9,1.8,6.0,111.7,24.0
